STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHM00065465,"AXIM, GH",2018/12/18,,83,89,79
GHM00065465,"AXIM, GH",2018/12/19,,82,88,75
GHM00065465,"AXIM, GH",2018/12/20,,85,89,81
GHM00065465,"AXIM, GH",2018/12/21,,86,89,
GHM00065465,"AXIM, GH",2018/12/22,,85,89,
GHM00065465,"AXIM, GH",2018/12/23,,79,,
GHM00065465,"AXIM, GH",2018/12/25,,82,90,75
GHM00065465,"AXIM, GH",2018/12/30,,86,90,
GHM00065465,"AXIM, GH",2018/12/31,,85,89,
GHM00065465,"AXIM, GH",2019/1/1,,84,91,78
GHM00065465,"AXIM, GH",2019/1/2,,83,90,78
GHM00065465,"AXIM, GH",2019/1/3,,85,90,79
GHM00065465,"AXIM, GH",2019/1/4,,86,,
GHM00065465,"AXIM, GH",2019/1/6,,82,89,76
GHM00065465,"AXIM, GH",2019/1/8,,83,88,75
GHM00065465,"AXIM, GH",2019/1/9,,84,89,
GHM00065465,"AXIM, GH",2019/1/10,,85,89,
GHM00065465,"AXIM, GH",2019/1/11,,84,90,
GHM00065465,"AXIM, GH",2019/1/12,,83,,
GHM00065465,"AXIM, GH",2019/1/13,,85,,80
GHM00065465,"AXIM, GH",2019/1/15,,84,,82
GHM00065465,"AXIM, GH",2019/1/16,,85,,
GHM00065465,"AXIM, GH",2019/1/17,0,81,83,
GHM00065465,"AXIM, GH",2019/1/20,,82,87,
GHM00065465,"AXIM, GH",2019/1/21,,84,89,77
GHM00065465,"AXIM, GH",2019/1/22,,83,90,
GHM00065465,"AXIM, GH",2019/1/23,,84,89,81
GHM00065465,"AXIM, GH",2019/1/24,,86,89,
GHM00065465,"AXIM, GH",2019/1/25,,84,87,
GHM00065465,"AXIM, GH",2019/1/26,,83,89,
GHM00065465,"AXIM, GH",2019/1/28,,84,89,
GHM00065465,"AXIM, GH",2019/1/29,,83,88,79
GHM00065465,"AXIM, GH",2019/1/30,,84,89,81
GHM00065465,"AXIM, GH",2019/1/31,,84,88,77
GHM00065465,"AXIM, GH",2019/2/1,,84,88,
GHM00065465,"AXIM, GH",2019/2/3,0.47,81,86,76
GHM00065465,"AXIM, GH",2019/2/4,0,83,88,
GHM00065465,"AXIM, GH",2019/2/5,,82,87,80
GHM00065465,"AXIM, GH",2019/2/6,,83,87,78
GHM00065465,"AXIM, GH",2019/2/7,,83,87,
GHM00065465,"AXIM, GH",2019/2/8,,83,,78
GHM00065465,"AXIM, GH",2019/2/9,,84,90,78
GHM00065465,"AXIM, GH",2019/2/11,,83,,79
GHM00065465,"AXIM, GH",2019/2/12,,84,90,80
GHM00065465,"AXIM, GH",2019/2/13,,85,89,
GHM00065465,"AXIM, GH",2019/2/14,,86,91,
GHM00065465,"AXIM, GH",2019/2/15,,85,90,
GHM00065465,"AXIM, GH",2019/2/16,,85,,80
GHM00065465,"AXIM, GH",2019/2/17,,85,92,81
GHM00065465,"AXIM, GH",2019/2/18,,86,91,
GHM00065465,"AXIM, GH",2019/2/19,,81,89,
GHM00065465,"AXIM, GH",2019/2/20,,81,88,
GHM00065465,"AXIM, GH",2019/2/21,,83,88,
GHM00065465,"AXIM, GH",2019/2/22,,85,90,83
GHM00065465,"AXIM, GH",2019/2/23,,86,,
GHM00065465,"AXIM, GH",2019/2/24,,85,91,83
GHM00065465,"AXIM, GH",2019/2/25,,82,88,
GHM00065465,"AXIM, GH",2019/2/26,0.16,84,,75
GHM00065465,"AXIM, GH",2019/2/27,0,82,,
GHM00065465,"AXIM, GH",2019/2/28,,82,89,
GHM00065465,"AXIM, GH",2019/3/1,,80,,
GHM00065465,"AXIM, GH",2019/3/2,0.16,82,88,76
GHM00065465,"AXIM, GH",2019/3/3,0,84,89,
GHM00065465,"AXIM, GH",2019/3/4,,83,,
GHM00065465,"AXIM, GH",2019/3/5,,84,,
GHM00065465,"AXIM, GH",2019/3/6,,85,,82
GHM00065465,"AXIM, GH",2019/3/7,1.38,80,89,71
GHM00065465,"AXIM, GH",2019/3/8,0,83,89,76
GHM00065465,"AXIM, GH",2019/3/10,,85,89,
GHM00065465,"AXIM, GH",2019/3/11,,86,90,
GHM00065465,"AXIM, GH",2019/3/12,,86,90,83
GHM00065465,"AXIM, GH",2019/3/13,,85,90,82
GHM00065465,"AXIM, GH",2019/3/14,,84,91,
GHM00065465,"AXIM, GH",2019/3/15,,82,87,
GHM00065465,"AXIM, GH",2019/3/16,0,84,,77
GHM00065465,"AXIM, GH",2019/3/18,0.12,85,90,75
GHM00065465,"AXIM, GH",2019/3/19,0,87,91,
GHM00065465,"AXIM, GH",2019/3/20,,87,91,
GHM00065465,"AXIM, GH",2019/3/22,1.06,76,80,73
GHM00065465,"AXIM, GH",2019/3/23,0.08,81,87,74
GHM00065465,"AXIM, GH",2019/3/24,0.12,85,,80
GHM00065465,"AXIM, GH",2019/3/25,0.16,83,,75
GHM00065465,"AXIM, GH",2019/3/26,0,84,,
GHM00065465,"AXIM, GH",2019/3/27,,85,90,77
GHM00065465,"AXIM, GH",2019/3/28,,85,91,78
GHM00065465,"AXIM, GH",2019/3/31,,86,91,
GHM00065465,"AXIM, GH",2019/4/1,,84,90,79
GHM00065465,"AXIM, GH",2019/4/2,,86,92,80
GHM00065465,"AXIM, GH",2019/4/3,,87,91,82
GHM00065465,"AXIM, GH",2019/4/4,,89,90,
GHM00065465,"AXIM, GH",2019/4/5,,83,87,
GHM00065465,"AXIM, GH",2019/4/6,,84,89,78
GHM00065465,"AXIM, GH",2019/4/7,,86,,
GHM00065465,"AXIM, GH",2019/4/9,,82,91,74
GHM00065465,"AXIM, GH",2019/4/11,,82,90,
GHM00065465,"AXIM, GH",2019/4/12,,79,,
GHM00065465,"AXIM, GH",2019/4/14,,85,,81
GHM00065465,"AXIM, GH",2019/4/15,,84,89,
GHM00065465,"AXIM, GH",2019/4/16,,86,,
GHM00065465,"AXIM, GH",2019/4/17,,84,,79
GHM00065465,"AXIM, GH",2019/4/18,,83,,79
GHM00065465,"AXIM, GH",2019/4/19,,84,90,
GHM00065465,"AXIM, GH",2019/4/20,,86,,
GHM00065465,"AXIM, GH",2019/4/21,,85,90,82
GHM00065465,"AXIM, GH",2019/4/22,,85,91,83
GHM00065465,"AXIM, GH",2019/4/23,,86,,83
GHM00065465,"AXIM, GH",2019/4/24,2.13,82,90,74
GHM00065465,"AXIM, GH",2019/4/25,0.08,85,,77
GHM00065465,"AXIM, GH",2019/4/26,0,83,86,77
GHM00065465,"AXIM, GH",2019/4/27,,85,90,
GHM00065465,"AXIM, GH",2019/4/28,,85,,80
GHM00065465,"AXIM, GH",2019/4/29,,86,91,83
GHM00065465,"AXIM, GH",2019/4/30,,88,,
GHM00065465,"AXIM, GH",2019/5/1,,81,90,
GHM00065465,"AXIM, GH",2019/5/2,,82,88,74
GHM00065465,"AXIM, GH",2019/5/3,,83,89,78
GHM00065465,"AXIM, GH",2019/5/4,,82,85,
GHM00065465,"AXIM, GH",2019/5/5,,83,89,78
GHM00065465,"AXIM, GH",2019/5/6,,86,91,82
GHM00065465,"AXIM, GH",2019/5/7,,85,,80
GHM00065465,"AXIM, GH",2019/5/8,0.12,85,90,78
GHM00065465,"AXIM, GH",2019/5/9,0.02,85,90,80
GHM00065465,"AXIM, GH",2019/5/10,1.5,82,89,68
GHM00065465,"AXIM, GH",2019/5/11,0,84,,77
GHM00065465,"AXIM, GH",2019/5/12,,82,89,76
GHM00065465,"AXIM, GH",2019/5/13,,80,,
GHM00065465,"AXIM, GH",2019/5/14,,83,90,
GHM00065465,"AXIM, GH",2019/5/16,0.43,80,88,74
GHM00065465,"AXIM, GH",2019/5/17,0,83,90,
GHM00065465,"AXIM, GH",2019/5/19,,84,91,
GHM00065465,"AXIM, GH",2019/5/20,3.15,80,,76
GHM00065465,"AXIM, GH",2019/5/21,0,80,86,
GHM00065465,"AXIM, GH",2019/5/22,2.44,81,,75
GHM00065465,"AXIM, GH",2019/5/23,0,83,,
GHM00065465,"AXIM, GH",2019/5/24,0.04,83,91,76
GHM00065465,"AXIM, GH",2019/5/26,0.35,79,,76
GHM00065465,"AXIM, GH",2019/5/27,0.04,78,85,
GHM00065465,"AXIM, GH",2019/5/28,1.3,80,86,72
GHM00065465,"AXIM, GH",2019/5/29,0,83,,78
GHM00065465,"AXIM, GH",2019/5/30,,83,,81
GHM00065465,"AXIM, GH",2019/5/31,,78,,
GHM00065465,"AXIM, GH",2019/6/1,,78,83,
GHM00065465,"AXIM, GH",2019/6/2,,83,87,
GHM00065465,"AXIM, GH",2019/6/3,0.35,82,88,75
GHM00065465,"AXIM, GH",2019/6/4,0,81,,80
GHM00065465,"AXIM, GH",2019/6/5,0.04,81,86,77
GHM00065465,"AXIM, GH",2019/6/6,0,82,87,
GHM00065465,"AXIM, GH",2019/6/7,,79,,
GHM00065465,"AXIM, GH",2019/6/8,1.5,82,89,78
GHM00065465,"AXIM, GH",2019/6/9,0,81,86,79
GHM00065465,"AXIM, GH",2019/6/10,,81,86,79
GHM00065465,"AXIM, GH",2019/6/11,,83,87,79
GHM00065465,"AXIM, GH",2019/6/14,,80,,
GHM00065465,"AXIM, GH",2019/6/15,0.12,81,84,78
GHM00065465,"AXIM, GH",2019/6/16,0,79,85,
GHM00065465,"AXIM, GH",2019/6/18,,83,87,
GHM00065465,"AXIM, GH",2019/6/19,,80,,78
GHM00065465,"AXIM, GH",2019/6/20,0,83,88,79
GHM00065465,"AXIM, GH",2019/6/21,0,81,85,79
GHM00065465,"AXIM, GH",2019/6/24,,76,78,
GHM00065465,"AXIM, GH",2019/6/26,,78,82,
GHM00065465,"AXIM, GH",2019/6/27,,78,83,77
GHM00065465,"AXIM, GH",2019/6/28,0.12,80,,76
GHM00065465,"AXIM, GH",2019/6/29,0,78,84,
GHM00065465,"AXIM, GH",2019/6/30,0.12,80,86,76
GHM00065465,"AXIM, GH",2019/7/1,0,79,85,76
GHM00065465,"AXIM, GH",2019/7/2,0.01,80,85,
GHM00065465,"AXIM, GH",2019/7/3,0,81,85,
GHM00065465,"AXIM, GH",2019/7/4,0.12,81,,79
GHM00065465,"AXIM, GH",2019/7/5,0,81,86,78
GHM00065465,"AXIM, GH",2019/7/6,,80,84,
GHM00065465,"AXIM, GH",2019/7/7,0.08,80,83,76
GHM00065465,"AXIM, GH",2019/7/8,0,79,83,77
GHM00065465,"AXIM, GH",2019/7/9,,77,,
GHM00065465,"AXIM, GH",2019/7/10,0.08,78,82,74
GHM00065465,"AXIM, GH",2019/7/11,0,77,81,
GHM00065465,"AXIM, GH",2019/7/12,,78,,75
GHM00065465,"AXIM, GH",2019/7/13,,80,86,
GHM00065465,"AXIM, GH",2019/7/14,,77,83,73
GHM00065465,"AXIM, GH",2019/7/15,,79,83,76
GHM00065465,"AXIM, GH",2019/7/16,,80,85,76
GHM00065465,"AXIM, GH",2019/7/17,,79,83,77
GHM00065465,"AXIM, GH",2019/7/18,,80,83,76
GHM00065465,"AXIM, GH",2019/7/19,,78,,76
GHM00065465,"AXIM, GH",2019/7/20,0.24,78,81,76
GHM00065465,"AXIM, GH",2019/7/21,0,78,83,
GHM00065465,"AXIM, GH",2019/7/22,0.08,79,83,76
GHM00065465,"AXIM, GH",2019/7/23,0.01,79,84,76
GHM00065465,"AXIM, GH",2019/7/24,0,80,83,
GHM00065465,"AXIM, GH",2019/7/25,,79,84,77
GHM00065465,"AXIM, GH",2019/7/26,,79,84,77
GHM00065465,"AXIM, GH",2019/7/27,,79,83,77
GHM00065465,"AXIM, GH",2019/7/28,,79,,
GHM00065465,"AXIM, GH",2019/7/29,0.08,78,,76
GHM00065465,"AXIM, GH",2019/7/30,0,78,81,
GHM00065465,"AXIM, GH",2019/7/31,,78,83,
GHM00065465,"AXIM, GH",2019/8/2,,79,,76
GHM00065465,"AXIM, GH",2019/8/3,0.16,79,82,75
GHM00065465,"AXIM, GH",2019/8/4,0,78,82,75
GHM00065465,"AXIM, GH",2019/8/5,,78,86,
GHM00065465,"AXIM, GH",2019/8/6,,77,80,
GHM00065465,"AXIM, GH",2019/8/7,,76,80,
GHM00065465,"AXIM, GH",2019/8/8,,77,81,
GHM00065465,"AXIM, GH",2019/8/9,,76,81,74
GHM00065465,"AXIM, GH",2019/8/10,0.16,76,82,73
GHM00065465,"AXIM, GH",2019/8/11,0.12,76,81,74
GHM00065465,"AXIM, GH",2019/8/12,0.12,76,81,74
GHM00065465,"AXIM, GH",2019/8/13,0,76,80,72
GHM00065465,"AXIM, GH",2019/8/14,0.16,78,85,75
GHM00065465,"AXIM, GH",2019/8/15,0.08,78,85,75
GHM00065465,"AXIM, GH",2019/8/16,0,78,83,74
GHM00065465,"AXIM, GH",2019/8/17,0.04,77,81,74
GHM00065465,"AXIM, GH",2019/8/18,0,78,83,73
GHM00065465,"AXIM, GH",2019/8/19,,77,81,76
GHM00065465,"AXIM, GH",2019/8/20,,77,81,76
GHM00065465,"AXIM, GH",2019/8/21,,77,80,74
GHM00065465,"AXIM, GH",2019/8/22,,77,81,75
GHM00065465,"AXIM, GH",2019/8/23,,77,,75
GHM00065465,"AXIM, GH",2019/8/24,0,77,81,75
GHM00065465,"AXIM, GH",2019/8/25,,77,82,
GHM00065465,"AXIM, GH",2019/8/26,,78,82,76
GHM00065465,"AXIM, GH",2019/8/27,,79,83,76
GHM00065465,"AXIM, GH",2019/8/28,0,78,,76
GHM00065465,"AXIM, GH",2019/8/29,,78,84,
GHM00065465,"AXIM, GH",2019/8/30,,78,,77
GHM00065465,"AXIM, GH",2019/8/31,0.16,78,80,76
GHM00065465,"AXIM, GH",2019/9/1,0.16,78,79,77
GHM00065465,"AXIM, GH",2019/9/3,,79,84,
GHM00065465,"AXIM, GH",2019/9/5,,78,84,
GHM00065465,"AXIM, GH",2019/9/9,0.12,79,83,73
GHM00065465,"AXIM, GH",2019/9/10,0,78,83,77
GHM00065465,"AXIM, GH",2019/9/11,,80,,77
GHM00065465,"AXIM, GH",2019/9/12,,78,82,
GHM00065465,"AXIM, GH",2019/9/13,,79,86,77
GHM00065465,"AXIM, GH",2019/9/14,,79,,
GHM00065465,"AXIM, GH",2019/9/15,0.08,78,83,76
GHM00065465,"AXIM, GH",2019/9/16,0.24,80,86,76
GHM00065465,"AXIM, GH",2019/9/17,0,81,,
GHM00065465,"AXIM, GH",2019/9/18,,78,83,
GHM00065465,"AXIM, GH",2019/9/20,0.87,78,,75
GHM00065465,"AXIM, GH",2019/9/21,0,80,,
GHM00065465,"AXIM, GH",2019/9/22,0.04,78,,
GHM00065465,"AXIM, GH",2019/9/23,0.12,80,84,75
GHM00065465,"AXIM, GH",2019/9/25,,80,85,
GHM00065465,"AXIM, GH",2019/9/26,,81,84,77
GHM00065465,"AXIM, GH",2019/9/27,,80,83,
GHM00065465,"AXIM, GH",2019/9/28,0.28,79,84,74
GHM00065465,"AXIM, GH",2019/9/29,0,79,,74
GHM00065465,"AXIM, GH",2019/9/30,,78,85,
GHM00065465,"AXIM, GH",2019/10/1,,76,83,71
GHM00065465,"AXIM, GH",2019/10/3,0.16,79,86,77
GHM00065465,"AXIM, GH",2019/10/4,0,80,,78
GHM00065465,"AXIM, GH",2019/10/5,0.67,80,85,76
GHM00065465,"AXIM, GH",2019/10/6,0,80,86,76
GHM00065465,"AXIM, GH",2019/10/7,0.04,81,,78
GHM00065465,"AXIM, GH",2019/10/8,0.08,80,84,78
GHM00065465,"AXIM, GH",2019/10/9,0,80,83,
GHM00065465,"AXIM, GH",2019/10/10,,81,84,
GHM00065465,"AXIM, GH",2019/10/11,,80,85,
GHM00065465,"AXIM, GH",2019/10/12,1.3,77,,75
GHM00065465,"AXIM, GH",2019/10/13,4.29,78,83,73
GHM00065465,"AXIM, GH",2019/10/14,0,80,84,
GHM00065465,"AXIM, GH",2019/10/15,,81,85,
GHM00065465,"AXIM, GH",2019/10/16,,81,85,78
GHM00065465,"AXIM, GH",2019/10/17,,81,,77
GHM00065465,"AXIM, GH",2019/10/18,,81,,79
GHM00065465,"AXIM, GH",2019/10/19,,80,,
GHM00065465,"AXIM, GH",2019/10/20,0.67,78,,
GHM00065465,"AXIM, GH",2019/10/21,2.13,80,85,74
GHM00065465,"AXIM, GH",2019/10/22,0.12,81,,77
GHM00065465,"AXIM, GH",2019/10/23,0.35,80,85,77
GHM00065465,"AXIM, GH",2019/10/24,0.55,80,,77
GHM00065465,"AXIM, GH",2019/10/25,0.12,80,86,
GHM00065465,"AXIM, GH",2019/10/26,0.67,79,85,72
GHM00065465,"AXIM, GH",2019/10/27,0,79,,
GHM00065465,"AXIM, GH",2019/10/28,1.26,81,85,76
GHM00065465,"AXIM, GH",2019/10/29,0,80,,
GHM00065465,"AXIM, GH",2019/10/30,,78,,
GHM00065465,"AXIM, GH",2019/10/31,,82,88,
GHM00065465,"AXIM, GH",2019/11/1,,82,88,74
GHM00065465,"AXIM, GH",2019/11/2,,81,88,
GHM00065465,"AXIM, GH",2019/11/3,,82,,
GHM00065465,"AXIM, GH",2019/11/4,,80,89,
GHM00065465,"AXIM, GH",2019/11/5,,83,,75
GHM00065465,"AXIM, GH",2019/11/6,,82,,75
GHM00065465,"AXIM, GH",2019/11/7,0.31,80,,76
GHM00065465,"AXIM, GH",2019/11/8,0.04,83,91,75
GHM00065465,"AXIM, GH",2019/11/9,0,82,,76
GHM00065465,"AXIM, GH",2019/11/10,,81,,77
GHM00065465,"AXIM, GH",2019/11/11,0.2,80,,74
GHM00065465,"AXIM, GH",2019/11/12,0,83,91,
GHM00065465,"AXIM, GH",2019/11/13,0.02,83,,75
GHM00065465,"AXIM, GH",2019/11/15,1.97,82,,74
GHM00065465,"AXIM, GH",2019/11/16,0,82,88,75
GHM00065465,"AXIM, GH",2019/11/17,,81,90,77
GHM00065465,"AXIM, GH",2019/11/18,,83,92,77
GHM00065465,"AXIM, GH",2019/11/19,,84,92,78
GHM00065465,"AXIM, GH",2019/11/20,,85,91,79
GHM00065465,"AXIM, GH",2019/11/22,,86,90,
GHM00065465,"AXIM, GH",2019/11/23,,84,91,
GHM00065465,"AXIM, GH",2019/11/24,,85,91,78
GHM00065465,"AXIM, GH",2019/11/25,,84,89,77
GHM00065465,"AXIM, GH",2019/11/26,,81,,74
GHM00065465,"AXIM, GH",2019/11/28,1.42,80,89,73
GHM00065465,"AXIM, GH",2019/11/29,0.35,81,90,74
GHM00065465,"AXIM, GH",2019/11/30,0.16,82,92,74
GHM00065465,"AXIM, GH",2019/12/1,0,84,,78
GHM00065465,"AXIM, GH",2019/12/2,0.12,83,,82
GHM00065465,"AXIM, GH",2019/12/4,,84,90,
GHM00065465,"AXIM, GH",2019/12/5,,81,89,75
GHM00065465,"AXIM, GH",2019/12/6,1.26,80,,75
GHM00065465,"AXIM, GH",2019/12/8,,86,91,
GHM00065465,"AXIM, GH",2019/12/9,,83,92,
GHM00065465,"AXIM, GH",2019/12/10,0.16,83,90,77
GHM00065465,"AXIM, GH",2019/12/11,1.38,82,,76
GHM00065465,"AXIM, GH",2019/12/12,0.83,82,90,74
GHM00065465,"AXIM, GH",2019/12/13,0.08,78,,74
GHM00065465,"AXIM, GH",2019/12/14,0,85,90,
GHM00065465,"AXIM, GH",2019/12/16,,86,,
GHM00065465,"AXIM, GH",2019/12/17,,85,,
GHM00065465,"AXIM, GH",2019/12/22,,83,91,77
GHM00065465,"AXIM, GH",2019/12/23,,84,91,76
GHM00065465,"AXIM, GH",2019/12/27,,86,92,
GHM00065465,"AXIM, GH",2019/12/28,,84,90,77
GHM00065465,"AXIM, GH",2019/12/29,,83,,77
GHM00065465,"AXIM, GH",2019/12/30,,83,,79
GHM00065465,"AXIM, GH",2019/12/31,,83,92,
GHM00065465,"AXIM, GH",2020/1/1,0.47,82,92,75
