STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHM00065442,"KUMASI, GH",1993/9/25,0.55,77,,71
GHM00065442,"KUMASI, GH",1993/9/26,0.04,73,86,
GHM00065442,"KUMASI, GH",1993/10/1,,79,88,
GHM00065442,"KUMASI, GH",1993/10/12,,80,,73
GHM00065442,"KUMASI, GH",1993/10/14,0,79,89,72
GHM00065442,"KUMASI, GH",1993/10/16,,79,,72
GHM00065442,"KUMASI, GH",1993/10/18,,77,86,72
GHM00065442,"KUMASI, GH",1993/10/19,,80,88,
GHM00065442,"KUMASI, GH",1993/10/20,0,80,90,74
GHM00065442,"KUMASI, GH",1993/10/29,,78,87,73
GHM00065442,"KUMASI, GH",1993/11/1,0.12,79,,70
GHM00065442,"KUMASI, GH",1993/11/6,,79,,74
GHM00065442,"KUMASI, GH",1993/11/7,,80,,74
GHM00065442,"KUMASI, GH",1993/11/8,,79,90,71
GHM00065442,"KUMASI, GH",1993/11/10,0,81,89,70
GHM00065442,"KUMASI, GH",1993/11/16,0,78,,74
GHM00065442,"KUMASI, GH",1993/11/18,0.24,85,,75
GHM00065442,"KUMASI, GH",1993/11/20,,77,,72
GHM00065442,"KUMASI, GH",1993/11/21,,76,,72
GHM00065442,"KUMASI, GH",1993/11/26,,76,,72
GHM00065442,"KUMASI, GH",1993/12/1,,77,88,73
GHM00065442,"KUMASI, GH",1993/12/2,0.94,77,,71
GHM00065442,"KUMASI, GH",1993/12/3,0.04,75,82,69
GHM00065442,"KUMASI, GH",1993/12/5,,79,84,
GHM00065442,"KUMASI, GH",1993/12/7,,81,,74
GHM00065442,"KUMASI, GH",1993/12/17,,81,,
GHM00065442,"KUMASI, GH",1993/12/21,,80,,74
GHM00065442,"KUMASI, GH",1993/12/25,,74,88,
GHM00065442,"KUMASI, GH",1993/12/27,,84,90,
GHM00065442,"KUMASI, GH",1993/12/28,0,80,,70
GHM00065442,"KUMASI, GH",1994/1/1,,76,,65
GHM00065442,"KUMASI, GH",1994/1/3,,74,89,61
GHM00065442,"KUMASI, GH",1994/1/5,,78,,
GHM00065442,"KUMASI, GH",1994/1/10,,81,,
GHM00065442,"KUMASI, GH",1994/1/11,,79,90,70
GHM00065442,"KUMASI, GH",1994/1/12,,80,,
GHM00065442,"KUMASI, GH",1994/1/22,,76,,68
GHM00065442,"KUMASI, GH",1994/1/23,,78,,
GHM00065442,"KUMASI, GH",1994/1/28,,78,,75
GHM00065442,"KUMASI, GH",1994/1/29,,79,94,74
GHM00065442,"KUMASI, GH",1994/2/3,0,83,93,71
GHM00065442,"KUMASI, GH",1994/2/5,,80,92,71
GHM00065442,"KUMASI, GH",1994/2/7,,85,93,73
GHM00065442,"KUMASI, GH",1994/2/8,,82,94,73
GHM00065442,"KUMASI, GH",1994/2/10,,87,94,
GHM00065442,"KUMASI, GH",1994/2/11,0,82,94,
GHM00065442,"KUMASI, GH",1994/2/12,,85,90,
GHM00065442,"KUMASI, GH",1994/3/4,0,81,93,
GHM00065442,"KUMASI, GH",1994/3/5,0,81,94,71
GHM00065442,"KUMASI, GH",1994/3/6,,83,,74
GHM00065442,"KUMASI, GH",1994/3/11,0.02,83,,70
GHM00065442,"KUMASI, GH",1994/3/13,0,85,94,74
GHM00065442,"KUMASI, GH",1994/3/15,0,84,94,
GHM00065442,"KUMASI, GH",1994/3/17,0.51,86,94,72
GHM00065442,"KUMASI, GH",1994/3/18,0,86,95,75
GHM00065442,"KUMASI, GH",1994/3/22,0.43,84,91,70
GHM00065442,"KUMASI, GH",1994/3/28,,79,94,
GHM00065442,"KUMASI, GH",1994/3/29,,79,,
GHM00065442,"KUMASI, GH",1994/3/30,,84,,76
GHM00065442,"KUMASI, GH",1994/3/31,,82,,
GHM00065442,"KUMASI, GH",1994/4/2,,86,91,
GHM00065442,"KUMASI, GH",1994/4/3,,81,,75
GHM00065442,"KUMASI, GH",1994/4/6,0,78,99,72
GHM00065442,"KUMASI, GH",1994/4/7,,81,91,72
GHM00065442,"KUMASI, GH",1994/4/8,,79,89,
GHM00065442,"KUMASI, GH",1994/4/9,0.24,83,,
GHM00065442,"KUMASI, GH",1994/4/10,0,85,92,
GHM00065442,"KUMASI, GH",1994/4/12,0.51,81,,72
GHM00065442,"KUMASI, GH",1994/4/13,1.73,84,,70
GHM00065442,"KUMASI, GH",1994/4/16,,84,,
GHM00065442,"KUMASI, GH",1994/4/17,0,81,87,75
GHM00065442,"KUMASI, GH",1994/4/18,,81,92,73
GHM00065442,"KUMASI, GH",1994/4/20,,83,92,75
GHM00065442,"KUMASI, GH",1994/4/22,,82,,75
GHM00065442,"KUMASI, GH",1994/4/23,0.04,79,,72
GHM00065442,"KUMASI, GH",1994/4/24,1.3,81,88,69
GHM00065442,"KUMASI, GH",1994/4/27,0.28,77,88,70
GHM00065442,"KUMASI, GH",1994/4/28,0,81,,72
GHM00065442,"KUMASI, GH",1994/4/30,,81,,
GHM00065442,"KUMASI, GH",1994/5/1,0.94,78,87,70
GHM00065442,"KUMASI, GH",1994/5/2,0,80,,
GHM00065442,"KUMASI, GH",1994/5/3,0.67,75,90,68
GHM00065442,"KUMASI, GH",1994/5/4,1.18,76,,71
GHM00065442,"KUMASI, GH",1994/5/5,0,80,,
GHM00065442,"KUMASI, GH",1994/5/6,0.28,79,,73
GHM00065442,"KUMASI, GH",1994/5/7,0,85,89,
GHM00065442,"KUMASI, GH",1994/5/8,0,81,,
GHM00065442,"KUMASI, GH",1994/5/11,,79,89,
GHM00065442,"KUMASI, GH",1994/5/13,,80,,
GHM00065442,"KUMASI, GH",1994/5/14,,76,,
GHM00065442,"KUMASI, GH",1994/5/15,,79,,70
GHM00065442,"KUMASI, GH",1994/5/16,,82,,74
GHM00065442,"KUMASI, GH",1994/5/17,,82,89,74
GHM00065442,"KUMASI, GH",1994/5/18,,83,,74
GHM00065442,"KUMASI, GH",1994/5/20,,74,,
GHM00065442,"KUMASI, GH",1994/5/21,1.61,82,87,
GHM00065442,"KUMASI, GH",1994/5/25,,82,89,75
GHM00065442,"KUMASI, GH",1994/5/29,,80,,73
GHM00065442,"KUMASI, GH",1994/6/30,,80,88,70
GHM00065442,"KUMASI, GH",1994/7/1,0,77,,72
GHM00065442,"KUMASI, GH",1994/7/2,,80,87,
GHM00065442,"KUMASI, GH",1994/7/5,,74,,72
GHM00065442,"KUMASI, GH",1994/7/13,,74,82,72
GHM00065442,"KUMASI, GH",1994/7/19,0.35,76,82,71
GHM00065442,"KUMASI, GH",1994/7/20,0.2,77,,71
GHM00065442,"KUMASI, GH",1994/7/25,0,80,,72
GHM00065442,"KUMASI, GH",1994/7/26,0.02,74,80,70
GHM00065442,"KUMASI, GH",1994/7/27,0,73,,69
GHM00065442,"KUMASI, GH",1994/7/28,0,76,82,
GHM00065442,"KUMASI, GH",1994/8/1,0,77,,71
GHM00065442,"KUMASI, GH",1994/8/3,,76,84,71
GHM00065442,"KUMASI, GH",1994/8/4,11.77,75,82,72
GHM00065442,"KUMASI, GH",1994/8/5,0.02,78,,71
GHM00065442,"KUMASI, GH",1994/8/6,0,78,83,
GHM00065442,"KUMASI, GH",1994/8/7,,76,87,
GHM00065442,"KUMASI, GH",1994/8/8,,75,,
GHM00065442,"KUMASI, GH",1994/8/9,,77,,69
GHM00065442,"KUMASI, GH",1994/8/10,0,75,84,69
GHM00065442,"KUMASI, GH",1994/8/12,0,76,83,
GHM00065442,"KUMASI, GH",1994/8/14,,73,81,71
GHM00065442,"KUMASI, GH",1994/8/15,0,73,79,70
GHM00065442,"KUMASI, GH",1994/8/16,0,76,80,71
GHM00065442,"KUMASI, GH",1994/8/19,0,76,86,71
GHM00065442,"KUMASI, GH",1994/8/20,0.02,75,,72
GHM00065442,"KUMASI, GH",1994/8/21,0.2,76,86,72
GHM00065442,"KUMASI, GH",1994/8/23,1.26,75,78,70
GHM00065442,"KUMASI, GH",1994/8/24,0,78,,71
GHM00065442,"KUMASI, GH",1994/8/26,0,78,,72
GHM00065442,"KUMASI, GH",1994/9/5,,78,81,
GHM00065442,"KUMASI, GH",1994/9/7,0.04,74,,71
GHM00065442,"KUMASI, GH",1994/9/8,0.01,75,,71
GHM00065442,"KUMASI, GH",1994/9/11,,77,,72
GHM00065442,"KUMASI, GH",1994/9/17,0,75,,72
GHM00065442,"KUMASI, GH",1994/9/19,,76,83,72
GHM00065442,"KUMASI, GH",1994/9/24,,74,77,
GHM00065442,"KUMASI, GH",1994/9/26,0.55,78,88,72
GHM00065442,"KUMASI, GH",1994/10/2,,73,78,
GHM00065442,"KUMASI, GH",1994/10/16,0,76,85,
GHM00065442,"KUMASI, GH",1994/10/21,,76,,
GHM00065442,"KUMASI, GH",1994/10/23,0.35,80,88,73
GHM00065442,"KUMASI, GH",1994/10/28,,77,,
GHM00065442,"KUMASI, GH",1994/10/29,0.35,74,,
GHM00065442,"KUMASI, GH",1994/11/1,0.12,78,87,71
GHM00065442,"KUMASI, GH",1994/11/4,,78,,72
GHM00065442,"KUMASI, GH",1994/11/6,,80,,71
GHM00065442,"KUMASI, GH",1994/11/8,0,77,89,72
GHM00065442,"KUMASI, GH",1994/11/12,,78,,72
GHM00065442,"KUMASI, GH",1994/11/15,,82,89,
GHM00065442,"KUMASI, GH",1994/11/21,,82,,72
GHM00065442,"KUMASI, GH",1994/11/27,,75,90,68
GHM00065442,"KUMASI, GH",1995/2/17,,83,97,75
GHM00065442,"KUMASI, GH",1995/2/18,,85,,77
GHM00065442,"KUMASI, GH",1995/2/19,,86,99,75
GHM00065442,"KUMASI, GH",1995/2/22,,89,,
GHM00065442,"KUMASI, GH",1995/2/24,,85,98,77
GHM00065442,"KUMASI, GH",1995/2/25,,85,99,
GHM00065442,"KUMASI, GH",1995/2/26,,88,98,
GHM00065442,"KUMASI, GH",1995/2/28,,88,96,
GHM00065442,"KUMASI, GH",1995/3/2,0.24,80,,72
GHM00065442,"KUMASI, GH",1995/3/8,,74,,
GHM00065442,"KUMASI, GH",1995/3/9,,83,98,
GHM00065442,"KUMASI, GH",1995/3/10,,86,,
GHM00065442,"KUMASI, GH",1995/3/12,0.28,74,93,71
GHM00065442,"KUMASI, GH",1995/3/13,0,80,,
GHM00065442,"KUMASI, GH",1995/3/15,0.28,78,85,72
GHM00065442,"KUMASI, GH",1995/3/16,0,88,96,
GHM00065442,"KUMASI, GH",1995/3/17,0,83,92,73
GHM00065442,"KUMASI, GH",1995/3/18,,80,,
GHM00065442,"KUMASI, GH",1995/3/22,,81,94,75
GHM00065442,"KUMASI, GH",1995/3/23,,80,,74
GHM00065442,"KUMASI, GH",1995/3/24,,82,92,
GHM00065442,"KUMASI, GH",1995/3/26,,84,94,
GHM00065442,"KUMASI, GH",1995/3/27,0,80,94,
GHM00065442,"KUMASI, GH",1995/3/30,,87,,
GHM00065442,"KUMASI, GH",1995/3/31,,84,95,75
GHM00065442,"KUMASI, GH",1995/4/1,0.24,80,91,
GHM00065442,"KUMASI, GH",1995/4/2,0.08,81,94,72
GHM00065442,"KUMASI, GH",1995/4/4,,85,91,
GHM00065442,"KUMASI, GH",1995/4/5,,81,,
GHM00065442,"KUMASI, GH",1995/4/6,0.28,80,94,
GHM00065442,"KUMASI, GH",1995/4/7,0,78,,
GHM00065442,"KUMASI, GH",1995/4/10,,81,,76
GHM00065442,"KUMASI, GH",1995/4/11,,83,93,
GHM00065442,"KUMASI, GH",1995/4/13,,80,92,
GHM00065442,"KUMASI, GH",1995/4/14,,82,,72
GHM00065442,"KUMASI, GH",1995/4/22,1.77,82,92,74
GHM00065442,"KUMASI, GH",1995/4/23,0,79,,74
GHM00065442,"KUMASI, GH",1995/4/28,,81,,76
GHM00065442,"KUMASI, GH",1995/4/29,0.28,76,,71
GHM00065442,"KUMASI, GH",1995/4/30,0,81,,
GHM00065442,"KUMASI, GH",1995/5/2,0.71,76,,72
GHM00065442,"KUMASI, GH",1995/5/4,,82,,
GHM00065442,"KUMASI, GH",1995/5/6,,71,,
GHM00065442,"KUMASI, GH",1995/5/8,,83,,
GHM00065442,"KUMASI, GH",1995/5/17,,83,90,
GHM00065442,"KUMASI, GH",1995/5/18,,80,90,76
GHM00065442,"KUMASI, GH",1995/5/31,0.04,79,,73
GHM00065442,"KUMASI, GH",1995/6/1,0,82,90,74
GHM00065442,"KUMASI, GH",1995/6/2,,82,91,75
GHM00065442,"KUMASI, GH",1995/6/3,0.51,76,,70
GHM00065442,"KUMASI, GH",1995/6/4,0,80,87,70
GHM00065442,"KUMASI, GH",1995/6/5,,84,,75
GHM00065442,"KUMASI, GH",1995/6/8,3.9,77,,
GHM00065442,"KUMASI, GH",1995/6/9,0,77,89,
GHM00065442,"KUMASI, GH",1995/6/10,0,79,87,72
GHM00065442,"KUMASI, GH",1995/6/11,0,79,89,
GHM00065442,"KUMASI, GH",1995/6/12,,77,90,
GHM00065442,"KUMASI, GH",1995/6/15,,80,87,
GHM00065442,"KUMASI, GH",1995/6/18,,81,87,
GHM00065442,"KUMASI, GH",1995/7/10,,77,,73
GHM00065442,"KUMASI, GH",1995/7/11,,78,86,72
GHM00065442,"KUMASI, GH",1995/7/12,,77,,72
GHM00065442,"KUMASI, GH",1995/7/15,0.51,79,85,72
GHM00065442,"KUMASI, GH",1995/7/17,0.51,77,86,72
GHM00065442,"KUMASI, GH",1995/7/18,0,80,85,
GHM00065442,"KUMASI, GH",1995/7/19,0.02,76,,70
GHM00065442,"KUMASI, GH",1995/8/9,,76,82,71
GHM00065442,"KUMASI, GH",1995/8/10,,78,85,
GHM00065442,"KUMASI, GH",1995/8/11,,76,,
GHM00065442,"KUMASI, GH",1995/9/23,0,78,,72
GHM00065442,"KUMASI, GH",1996/5/12,0,83,92,75
GHM00065442,"KUMASI, GH",1996/5/14,,85,93,76
GHM00065442,"KUMASI, GH",1996/5/15,,78,90,71
GHM00065442,"KUMASI, GH",1996/5/20,,80,,76
GHM00065442,"KUMASI, GH",1996/5/25,0.04,78,88,71
GHM00065442,"KUMASI, GH",1996/5/26,0,80,,75
GHM00065442,"KUMASI, GH",1996/5/30,2.32,75,83,
GHM00065442,"KUMASI, GH",1996/5/31,0,76,81,
GHM00065442,"KUMASI, GH",1996/6/1,0,78,87,72
GHM00065442,"KUMASI, GH",1996/6/4,0,79,,72
GHM00065442,"KUMASI, GH",1996/6/15,0,74,,
GHM00065442,"KUMASI, GH",1996/6/28,0,78,,72
GHM00065442,"KUMASI, GH",1996/7/2,0,75,80,71
GHM00065442,"KUMASI, GH",1996/7/3,0,75,82,70
GHM00065442,"KUMASI, GH",1996/7/5,0.04,77,85,73
GHM00065442,"KUMASI, GH",1996/7/6,0.12,76,87,72
GHM00065442,"KUMASI, GH",1996/7/9,0,78,87,72
GHM00065442,"KUMASI, GH",1996/7/11,0.12,76,86,72
GHM00065442,"KUMASI, GH",1996/7/12,0,78,85,73
GHM00065442,"KUMASI, GH",1996/7/13,,78,86,73
GHM00065442,"KUMASI, GH",1996/7/14,0.2,70,81,
GHM00065442,"KUMASI, GH",1996/7/15,0.71,73,82,71
GHM00065442,"KUMASI, GH",1996/7/16,0,75,85,72
GHM00065442,"KUMASI, GH",1996/7/17,1.26,77,84,72
GHM00065442,"KUMASI, GH",1996/7/19,0,77,,71
GHM00065442,"KUMASI, GH",1996/7/21,0,76,86,71
GHM00065442,"KUMASI, GH",1996/7/22,0,78,88,71
GHM00065442,"KUMASI, GH",1996/7/23,0,76,84,71
GHM00065442,"KUMASI, GH",1996/7/24,0,76,82,72
GHM00065442,"KUMASI, GH",1996/7/25,0,78,85,72
GHM00065442,"KUMASI, GH",1996/7/27,,77,103,70
GHM00065442,"KUMASI, GH",1996/7/28,0,76,84,70
GHM00065442,"KUMASI, GH",1996/7/30,0,75,83,71
GHM00065442,"KUMASI, GH",1996/7/31,,76,85,72
GHM00065442,"KUMASI, GH",1996/8/2,0.43,76,84,71
GHM00065442,"KUMASI, GH",1996/8/4,0.28,73,78,71
GHM00065442,"KUMASI, GH",1996/8/5,0.39,75,82,70
GHM00065442,"KUMASI, GH",1996/8/8,0,77,84,72
GHM00065442,"KUMASI, GH",1996/8/9,0,75,82,71
GHM00065442,"KUMASI, GH",1996/8/11,0,80,87,
GHM00065442,"KUMASI, GH",1996/8/14,0,76,85,71
GHM00065442,"KUMASI, GH",1996/8/15,0.12,75,85,71
GHM00065442,"KUMASI, GH",1996/8/17,0.28,75,81,70
GHM00065442,"KUMASI, GH",1996/8/20,0,74,79,72
GHM00065442,"KUMASI, GH",1996/8/21,0,77,83,72
GHM00065442,"KUMASI, GH",1996/8/22,0,76,84,72
GHM00065442,"KUMASI, GH",1996/8/23,1.14,75,101,71
GHM00065442,"KUMASI, GH",1996/8/29,0,76,81,72
GHM00065442,"KUMASI, GH",1996/8/30,,76,84,72
GHM00065442,"KUMASI, GH",1996/8/31,0,77,86,
GHM00065442,"KUMASI, GH",1996/9/1,0.08,79,86,71
GHM00065442,"KUMASI, GH",1996/9/2,0,77,87,72
GHM00065442,"KUMASI, GH",1996/9/7,0,76,83,71
GHM00065442,"KUMASI, GH",1996/9/14,0,77,86,68
GHM00065442,"KUMASI, GH",1996/9/15,0,77,85,71
GHM00065442,"KUMASI, GH",1996/9/16,0,77,87,71
GHM00065442,"KUMASI, GH",1996/9/19,0,74,83,70
GHM00065442,"KUMASI, GH",1996/9/20,0.08,75,82,71
GHM00065442,"KUMASI, GH",1996/9/25,0,76,83,72
GHM00065442,"KUMASI, GH",1996/9/28,0.51,76,84,72
GHM00065442,"KUMASI, GH",1996/9/30,0.24,77,86,72
GHM00065442,"KUMASI, GH",1996/10/31,,81,90,
GHM00065442,"KUMASI, GH",1996/11/1,,79,90,71
GHM00065442,"KUMASI, GH",1996/11/5,,81,,73
GHM00065442,"KUMASI, GH",1996/11/7,0,80,91,73
GHM00065442,"KUMASI, GH",1996/11/10,,79,,74
GHM00065442,"KUMASI, GH",1996/11/12,0,81,92,73
GHM00065442,"KUMASI, GH",1996/11/13,,84,93,74
GHM00065442,"KUMASI, GH",1996/11/14,0,81,92,74
GHM00065442,"KUMASI, GH",1996/11/15,0,80,93,71
GHM00065442,"KUMASI, GH",1996/11/16,0,80,92,75
GHM00065442,"KUMASI, GH",1996/11/17,,80,92,73
GHM00065442,"KUMASI, GH",1996/11/22,,79,90,74
GHM00065442,"KUMASI, GH",1996/11/24,0,81,93,74
GHM00065442,"KUMASI, GH",1996/11/25,,80,92,
GHM00065442,"KUMASI, GH",1996/11/26,,75,86,71
GHM00065442,"KUMASI, GH",1996/11/27,,82,90,
GHM00065442,"KUMASI, GH",1996/12/4,0,77,86,
GHM00065442,"KUMASI, GH",1996/12/5,0,79,87,73
GHM00065442,"KUMASI, GH",1996/12/6,,76,84,72
GHM00065442,"KUMASI, GH",1996/12/7,0,77,83,73
GHM00065442,"KUMASI, GH",1996/12/13,0,78,88,72
GHM00065442,"KUMASI, GH",1996/12/14,0,81,89,74
GHM00065442,"KUMASI, GH",1996/12/16,0,77,83,73
GHM00065442,"KUMASI, GH",1996/12/17,0,76,84,72
GHM00065442,"KUMASI, GH",1996/12/18,,77,87,70
GHM00065442,"KUMASI, GH",1996/12/20,0,79,89,74
GHM00065442,"KUMASI, GH",1996/12/21,0,80,87,
GHM00065442,"KUMASI, GH",1996/12/26,0,78,88,73
GHM00065442,"KUMASI, GH",1996/12/27,0,82,91,73
GHM00065442,"KUMASI, GH",1996/12/31,,80,89,73
GHM00065442,"KUMASI, GH",1997/1/1,0,79,87,73
GHM00065442,"KUMASI, GH",1997/1/3,0,80,90,74
GHM00065442,"KUMASI, GH",1997/1/4,,82,91,
GHM00065442,"KUMASI, GH",1997/1/5,,80,90,74
GHM00065442,"KUMASI, GH",1997/1/7,,78,89,75
GHM00065442,"KUMASI, GH",1997/1/8,0,80,93,70
GHM00065442,"KUMASI, GH",1997/1/9,0,83,92,74
GHM00065442,"KUMASI, GH",1997/1/15,,79,,
GHM00065442,"KUMASI, GH",1997/1/16,,73,,68
GHM00065442,"KUMASI, GH",1997/1/18,,80,90,
GHM00065442,"KUMASI, GH",1997/1/19,0,81,90,71
GHM00065442,"KUMASI, GH",1997/1/20,0,79,88,73
GHM00065442,"KUMASI, GH",1997/1/21,0.75,78,86,70
GHM00065442,"KUMASI, GH",1997/1/22,0,80,87,
GHM00065442,"KUMASI, GH",1997/1/23,,78,87,75
GHM00065442,"KUMASI, GH",1997/1/24,,80,88,74
GHM00065442,"KUMASI, GH",1997/1/25,,79,89,
GHM00065442,"KUMASI, GH",1997/1/27,,85,94,
GHM00065442,"KUMASI, GH",1997/2/2,,82,92,
GHM00065442,"KUMASI, GH",1997/2/4,0,82,94,
GHM00065442,"KUMASI, GH",1997/2/5,,80,94,
GHM00065442,"KUMASI, GH",1997/2/7,,81,93,
GHM00065442,"KUMASI, GH",1997/2/8,0,82,94,75
GHM00065442,"KUMASI, GH",1997/2/9,0,83,94,75
GHM00065442,"KUMASI, GH",1997/2/14,,82,,68
GHM00065442,"KUMASI, GH",1997/2/16,,82,96,72
GHM00065442,"KUMASI, GH",1997/2/17,,88,95,
GHM00065442,"KUMASI, GH",1997/2/18,,83,93,
GHM00065442,"KUMASI, GH",1997/2/21,,86,,75
GHM00065442,"KUMASI, GH",1997/2/25,,86,,75
GHM00065442,"KUMASI, GH",1997/2/28,,82,91,
GHM00065442,"KUMASI, GH",1997/3/1,,82,,72
GHM00065442,"KUMASI, GH",1997/3/2,,79,92,73
GHM00065442,"KUMASI, GH",1997/3/3,,83,95,75
GHM00065442,"KUMASI, GH",1997/3/4,0,83,94,74
GHM00065442,"KUMASI, GH",1997/3/6,,84,95,76
GHM00065442,"KUMASI, GH",1997/3/7,,85,95,76
GHM00065442,"KUMASI, GH",1997/3/9,,85,,76
GHM00065442,"KUMASI, GH",1997/3/11,,86,,77
GHM00065442,"KUMASI, GH",1997/3/12,,88,98,74
GHM00065442,"KUMASI, GH",1997/3/14,,83,96,
GHM00065442,"KUMASI, GH",1997/3/15,0,84,94,74
GHM00065442,"KUMASI, GH",1997/3/16,0,85,97,74
GHM00065442,"KUMASI, GH",1997/3/18,,84,94,75
GHM00065442,"KUMASI, GH",1997/3/19,,87,97,
GHM00065442,"KUMASI, GH",1997/3/20,0.08,81,93,73
GHM00065442,"KUMASI, GH",1997/3/21,0,83,,74
GHM00065442,"KUMASI, GH",1997/3/22,1.65,87,,70
GHM00065442,"KUMASI, GH",1997/3/23,1.81,73,80,
GHM00065442,"KUMASI, GH",1997/3/24,0.43,79,,71
GHM00065442,"KUMASI, GH",1997/3/25,0,84,95,74
GHM00065442,"KUMASI, GH",1997/3/26,1.1,72,,69
GHM00065442,"KUMASI, GH",1997/3/27,0.35,79,91,
GHM00065442,"KUMASI, GH",1997/3/28,0,80,90,73
GHM00065442,"KUMASI, GH",1997/3/29,0,83,91,76
GHM00065442,"KUMASI, GH",1997/3/30,0,80,86,74
GHM00065442,"KUMASI, GH",1997/3/31,,83,96,
GHM00065442,"KUMASI, GH",1997/4/1,,84,90,
GHM00065442,"KUMASI, GH",1997/4/2,,82,93,
GHM00065442,"KUMASI, GH",1997/4/3,3.66,78,88,70
GHM00065442,"KUMASI, GH",1997/4/4,0,75,86,
GHM00065442,"KUMASI, GH",1997/4/5,0.87,78,86,70
GHM00065442,"KUMASI, GH",1997/4/6,0,85,,73
GHM00065442,"KUMASI, GH",1997/4/7,,80,,73
GHM00065442,"KUMASI, GH",1997/4/8,0.63,77,90,69
GHM00065442,"KUMASI, GH",1997/4/9,0,81,92,74
GHM00065442,"KUMASI, GH",1997/4/10,0,83,91,74
GHM00065442,"KUMASI, GH",1997/4/11,,81,90,74
GHM00065442,"KUMASI, GH",1997/4/12,,77,80,
GHM00065442,"KUMASI, GH",1997/4/13,0.04,82,91,70
GHM00065442,"KUMASI, GH",1997/4/14,0,81,92,74
GHM00065442,"KUMASI, GH",1997/4/15,0.79,81,,73
GHM00065442,"KUMASI, GH",1997/4/16,0,79,,
GHM00065442,"KUMASI, GH",1997/4/17,0,81,89,73
GHM00065442,"KUMASI, GH",1997/4/18,0,82,90,73
GHM00065442,"KUMASI, GH",1997/4/19,,79,90,
GHM00065442,"KUMASI, GH",1997/4/20,,78,103,
GHM00065442,"KUMASI, GH",1997/4/21,0,80,91,75
GHM00065442,"KUMASI, GH",1997/4/22,0.2,75,83,72
GHM00065442,"KUMASI, GH",1997/4/23,0.83,78,86,71
GHM00065442,"KUMASI, GH",1997/4/24,0,80,91,
GHM00065442,"KUMASI, GH",1997/4/25,,80,90,75
GHM00065442,"KUMASI, GH",1997/4/26,0,82,90,76
GHM00065442,"KUMASI, GH",1997/4/27,1.06,78,89,68
GHM00065442,"KUMASI, GH",1997/4/28,1.42,79,88,71
GHM00065442,"KUMASI, GH",1997/4/30,0.59,78,88,
GHM00065442,"KUMASI, GH",1997/5/1,0,80,88,74
GHM00065442,"KUMASI, GH",1997/5/2,0.67,79,87,71
GHM00065442,"KUMASI, GH",1997/5/3,0,74,85,71
GHM00065442,"KUMASI, GH",1997/5/4,0,78,85,69
GHM00065442,"KUMASI, GH",1997/5/5,0,79,87,74
GHM00065442,"KUMASI, GH",1997/5/6,4.92,82,89,69
GHM00065442,"KUMASI, GH",1997/5/7,0.04,79,87,73
GHM00065442,"KUMASI, GH",1997/5/8,0,81,90,75
GHM00065442,"KUMASI, GH",1997/5/9,0.55,81,89,74
GHM00065442,"KUMASI, GH",1997/5/10,0,80,88,73
GHM00065442,"KUMASI, GH",1997/5/11,0,82,91,73
GHM00065442,"KUMASI, GH",1997/5/12,0,81,90,75
GHM00065442,"KUMASI, GH",1997/5/13,0,83,90,74
GHM00065442,"KUMASI, GH",1997/5/14,0,82,90,75
GHM00065442,"KUMASI, GH",1997/5/15,,79,,74
GHM00065442,"KUMASI, GH",1997/5/16,,81,90,73
GHM00065442,"KUMASI, GH",1997/5/17,0,79,91,72
GHM00065442,"KUMASI, GH",1997/5/19,0.24,80,89,70
GHM00065442,"KUMASI, GH",1997/5/20,0,81,90,74
GHM00065442,"KUMASI, GH",1997/5/21,0.59,78,88,71
GHM00065442,"KUMASI, GH",1997/5/23,0.71,78,85,69
GHM00065442,"KUMASI, GH",1997/5/24,0,80,90,74
GHM00065442,"KUMASI, GH",1997/5/25,0,80,89,74
GHM00065442,"KUMASI, GH",1997/5/26,0,79,89,74
GHM00065442,"KUMASI, GH",1997/5/27,,79,90,
GHM00065442,"KUMASI, GH",1997/5/28,0.83,80,87,72
GHM00065442,"KUMASI, GH",1997/5/29,0,79,88,74
GHM00065442,"KUMASI, GH",1997/5/30,,81,90,74
GHM00065442,"KUMASI, GH",1997/5/31,0,79,89,74
GHM00065442,"KUMASI, GH",1997/6/1,0,77,88,
GHM00065442,"KUMASI, GH",1997/6/2,1.65,78,88,70
GHM00065442,"KUMASI, GH",1997/6/3,0,80,87,74
GHM00065442,"KUMASI, GH",1997/6/4,0.59,76,86,71
GHM00065442,"KUMASI, GH",1997/6/5,1.02,74,82,72
GHM00065442,"KUMASI, GH",1997/6/6,0.31,79,87,72
GHM00065442,"KUMASI, GH",1997/6/7,0.08,78,86,73
GHM00065442,"KUMASI, GH",1997/6/8,0.08,80,,74
GHM00065442,"KUMASI, GH",1997/6/9,0.08,79,89,74
GHM00065442,"KUMASI, GH",1997/6/10,0.24,81,91,72
GHM00065442,"KUMASI, GH",1997/6/11,0,77,85,
GHM00065442,"KUMASI, GH",1997/6/12,0.47,74,87,68
GHM00065442,"KUMASI, GH",1997/6/13,0,77,85,72
GHM00065442,"KUMASI, GH",1997/6/14,0.12,75,,72
GHM00065442,"KUMASI, GH",1997/6/15,1.18,75,82,71
GHM00065442,"KUMASI, GH",1997/6/16,0.24,77,86,72
GHM00065442,"KUMASI, GH",1997/6/17,1.89,76,83,
