Date,Price,Open,High,Low,Vol.,Change %
2018/12/20,4.82,4.97,4.995,4.8165,,-0.21%
2018/12/19,4.83,4.97,5,4.8275,,0.19%
2018/12/18,4.8206,4.995,5,4.8278,,-0.20%
2018/12/17,4.8302,4.995,4.995,4.8275,,0.30%
2018/12/14,4.8156,4.995,5,4.8316,,-3.20%
2018/12/13,4.975,4.995,4.995,4.8275,,2.87%
2018/12/12,4.8364,4.97,4.9963,4.8165,,0.63%
2018/12/11,4.8061,4.925,4.98,4.8103,,-1.92%
2018/12/10,4.9,4.995,4.995,4.7638,,-0.39%
2018/12/7,4.9191,4.99,5.001,4.9596,,-1.22%
2018/12/6,4.98,4.905,4.9963,4.8088,,3.88%
2018/12/5,4.7941,4.905,4.94,4.8035,,-0.06%
2018/12/4,4.7969,4.905,5,4.8047,,-0.52%
2018/12/3,4.8221,4.905,4.995,4.792,,0.11%
2018/11/30,4.8167,4.96,4.9895,4.7921,,-0.07%
2018/11/29,4.8202,4.905,4.985,4.8175,,-2.62%
2018/11/28,4.95,4.845,4.9803,4.7952,,2.41%
2018/11/27,4.8335,4.845,4.95,4.7931,,-0.56%
2018/11/26,4.8608,4.905,4.925,4.7886,,0.22%
2018/11/23,4.85,4.8491,4.9125,4.7932,,0.41%
2018/11/22,4.83,4.8491,4.895,4.7932,,-0.19%
2018/11/21,4.839,4.85,4.9063,4.7932,,0.38%
2018/11/20,4.8208,4.862,4.9153,4.7812,,0.36%
2018/11/19,4.8035,4.9323,4.9555,4.7889,,-0.38%
2018/11/16,4.822,4.9323,4.9605,4.7924,,0.14%
2018/11/15,4.8152,4.9323,4.998,4.7883,,-0.79%
2018/11/14,4.8535,4.8304,5.0005,4.79,,0.46%
2018/11/13,4.8312,4.8304,4.95,4.7881,,0.44%
2018/11/12,4.81,4.8304,4.9,4.7928,,-0.36%
2018/11/9,4.8273,4.8606,4.8875,4.7928,,-0.62%
2018/11/8,4.8574,4.8606,4.89,4.7928,,0.98%
2018/11/7,4.8104,4.8606,4.915,4.7904,,-0.82%
2018/11/6,4.8503,4.855,4.88,4.7878,,1.15%
2018/11/5,4.7952,4.855,4.87,4.7913,,0.23%
2018/11/2,4.7841,4.855,4.875,4.7889,,-1.15%
2018/11/1,4.84,4.855,4.8675,4.7913,,1.07%
2018/10/31,4.7887,4.8353,4.875,4.7889,,-3.36%
2018/10/30,4.955,4.8325,4.9625,4.7913,,3.58%
2018/10/29,4.7839,4.8323,4.855,4.7889,,-0.86%
2018/10/26,4.8254,4.7975,4.855,4.7935,,-0.40%
2018/10/25,4.845,4.8425,4.855,4.793,,0.98%
2018/10/24,4.7978,4.7975,4.85,4.7887,,-0.40%
2018/10/23,4.817,4.83,4.86,4.7913,,-0.37%
2018/10/22,4.835,4.7987,4.925,4.715,,0.10%
2018/10/19,4.83,4.8539,4.87,4.7963,,0.75%
2018/10/18,4.7939,4.885,4.8963,4.7775,,0.00%
2018/10/17,4.794,4.885,4.905,4.795,,0.01%
2018/10/16,4.7937,4.885,4.9,4.7175,,0.10%
2018/10/15,4.7889,4.8005,4.9102,4.7949,,-2.47%
2018/10/12,4.91,4.8005,4.92,4.8005,,2.26%
2018/10/11,4.8016,4.805,4.9225,4.78,,0.04%
2018/10/10,4.7998,4.805,4.9375,4.785,,0.02%
2018/10/9,4.7988,4.805,4.9413,4.7849,,0.00%
2018/10/8,4.7986,4.805,4.95,4.7849,,0.13%
2018/10/5,4.7922,4.805,4.96,4.786,,-3.19%
2018/10/4,4.95,4.805,4.965,4.7792,,3.38%
2018/10/3,4.788,4.805,4.96,4.7761,,-0.01%
2018/10/2,4.7885,4.805,4.965,4.745,,0.28%
2018/10/1,4.7752,4.805,4.98,4.7368,,0.00%
2018/9/28,4.775,4.805,4.985,4.7363,,0.13%
2018/9/27,4.769,4.805,5.0005,4.7671,,-0.07%
2018/9/26,4.7725,4.805,4.995,4.7711,,0.25%
2018/9/25,4.7607,4.805,5,4.7665,,-2.84%
2018/9/24,4.9,4.7462,4.965,4.7462,,3.27%
2018/9/21,4.745,4.7462,4.7462,4.7462,,-0.30%
2018/9/20,4.7592,4.7462,4.9217,4.7375,,0.08%
2018/9/19,4.7554,4.7462,4.92,4.7462,,-0.03%
2018/9/18,4.757,4.7462,4.9653,4.7175,,0.04%
2018/9/17,4.7552,4.7462,4.9275,4.7462,,0.11%
2018/9/14,4.75,4.7462,4.88,4.7462,,-0.26%
2018/9/13,4.7625,4.7462,4.91,4.7462,,0.47%
2018/9/12,4.7403,4.7462,4.8903,4.7438,,-0.31%
2018/9/11,4.755,4.7462,4.915,4.7462,,-0.58%
2018/9/10,4.7825,4.815,4.959,4.7456,,0.84%
2018/9/7,4.7425,4.815,4.875,4.7375,,0.15%
2018/9/6,4.7355,4.815,4.8763,4.7288,,0.16%
2018/9/5,4.7277,4.815,4.97,4.7287,,-0.16%
2018/9/4,4.7355,4.815,4.865,4.7287,,0.01%
2018/9/3,4.735,4.815,4.865,4.7375,,0.00%
2018/8/31,4.735,4.815,4.885,4.7325,,0.11%
2018/8/30,4.73,4.815,4.8925,4.7325,,-0.11%
2018/8/29,4.735,4.815,4.9,4.7325,,0.11%
2018/8/28,4.73,4.815,4.86,4.7275,,0.00%
2018/8/27,4.7301,4.815,4.885,4.7325,,0.29%
2018/8/24,4.7162,4.74,4.89,4.7256,,-2.76%
2018/8/23,4.85,4.74,4.87,4.7302,,2.32%
2018/8/22,4.74,4.74,4.8675,4.715,,-1.96%
2018/8/21,4.835,4.74,4.86,4.74,,0.42%
2018/8/20,4.815,4.74,4.87,4.7375,,1.58%
2018/8/17,4.74,4.82,4.875,4.74,,-2.67%
2018/8/16,4.87,4.74,4.885,4.7325,,0.31%
2018/8/15,4.855,4.74,4.8713,4.715,,0.94%
2018/8/14,4.81,4.74,4.875,4.7338,,1.69%
2018/8/13,4.73,4.74,4.9,4.73,,0.45%
2018/8/10,4.7086,4.74,4.86,4.7168,,-1.70%
2018/8/9,4.79,4.74,4.815,4.715,,-0.21%
2018/8/8,4.8,4.74,4.8175,4.7225,,0.63%
2018/8/7,4.77,4.79,4.8103,4.7225,,1.06%
2018/8/6,4.72,4.7948,4.8103,4.72,,0.43%
2018/8/3,4.6999,4.74,4.8,4.71,,-0.22%
2018/8/2,4.7103,4.74,4.81,4.7102,,-1.42%
2018/8/1,4.7782,4.74,4.8103,4.6935,,1.34%
2018/7/31,4.715,4.74,4.81,4.7125,,0.29%
2018/7/30,4.7016,4.74,4.81,4.7158,,-0.28%
2018/7/27,4.715,4.74,4.8213,4.72,,-0.02%
2018/7/26,4.7159,4.74,4.8238,4.71,,-0.10%
2018/7/25,4.7206,4.7471,4.8288,4.715,,-0.20%
2018/7/24,4.73,4.74,4.835,4.74,,-1.23%
2018/7/23,4.7891,4.795,4.82,4.74,,0.19%
2018/7/20,4.78,4.795,4.8012,4.7525,,-0.21%
2018/7/19,4.79,4.795,4.8025,4.72,,0.00%
2018/7/18,4.79,4.7991,4.85,4.745,,-0.05%
2018/7/17,4.7925,4.78,4.8088,4.765,,0.26%
2018/7/16,4.78,4.78,4.81,4.765,,-0.21%
2018/7/13,4.79,4.7925,4.8138,4.76,,0.62%
2018/7/12,4.7604,4.78,4.8063,4.73,,0.46%
2018/7/11,4.7387,4.78,4.8113,4.74,,-0.37%
2018/7/10,4.7564,4.815,4.82,4.74,,-0.40%
2018/7/9,4.7756,4.78,4.83,4.7377,,-0.92%
2018/7/6,4.82,4.7963,4.83,4.74,,0.94%
2018/7/5,4.7752,4.78,4.819,4.72,,-0.10%
2018/7/4,4.78,4.78,4.82,4.735,,-0.19%
2018/7/3,4.7889,4.78,4.8412,4.7377,,0.29%
2018/7/2,4.775,4.78,4.82,4.78,,0.21%
2018/6/29,4.7649,4.78,4.83,4.715,,0.29%
2018/6/28,4.7511,4.78,4.8,4.67,,-0.45%
2018/6/27,4.7725,4.82,4.82,4.69,,-0.05%
2018/6/26,4.775,4.75,4.85,4.7175,,-0.31%
2018/6/25,4.79,4.75,4.81,4.7,,0.21%
2018/6/22,4.78,4.73,4.7903,4.695,,1.06%
2018/6/21,4.73,4.73,4.77,4.685,,0.00%
2018/6/20,4.73,4.7225,4.7509,4.675,,0.42%
2018/6/19,4.71,4.7175,4.7509,4.67,,0.78%
2018/6/18,4.6737,4.71,4.7249,4.665,,-0.15%
2018/6/15,4.6806,4.7104,4.7227,4.6916,,-0.73%
2018/6/14,4.715,4.71,4.7275,4.665,,0.32%
2018/6/13,4.7,4.71,4.73,4.67,,-0.16%
2018/6/12,4.7075,4.71,4.74,4.63,,0.41%
2018/6/11,4.6885,4.725,4.75,4.67,,-0.20%
2018/6/8,4.6981,4.725,4.78,4.665,,0.38%
2018/6/7,4.6803,4.765,4.765,4.665,,-0.42%
2018/6/6,4.7,4.7513,4.765,4.65,,-0.84%
2018/6/5,4.74,4.765,4.8,4.67,,1.01%
2018/6/4,4.6925,4.7273,4.765,4.665,,-0.97%
2018/6/1,4.7383,4.7273,4.76,4.655,,0.45%
2018/5/31,4.7173,4.6975,4.7375,4.655,,0.58%
2018/5/30,4.69,4.6863,4.7025,4.645,,0.37%
2018/5/29,4.6725,4.665,4.7,4.6365,,0.27%
2018/5/28,4.66,4.655,4.665,4.62,,0.43%
2018/5/25,4.64,4.655,4.655,4.6025,,0.00%
2018/5/24,4.64,4.6025,4.66,4.6,,0.00%
2018/5/23,4.6399,4.65,4.6598,4.595,,0.21%
2018/5/22,4.63,4.6425,4.665,4.6025,,-0.11%
2018/5/21,4.635,4.6025,4.655,4.565,,0.76%
2018/5/18,4.6,4.6315,4.635,4.5425,,-0.28%
2018/5/17,4.613,4.6025,4.6315,4.5323,,0.61%
2018/5/16,4.585,4.5813,4.6077,4.515,,0.27%
2018/5/15,4.5725,4.5413,4.5813,4.515,,1.04%
2018/5/14,4.5255,4.5413,4.555,4.5238,,-0.15%
2018/5/11,4.5325,4.545,4.5467,4.47,,-0.17%
2018/5/10,4.54,4.5381,4.545,4.485,,0.19%
2018/5/9,4.5312,4.51,4.54,4.475,,0.58%
2018/5/8,4.505,4.505,4.5225,4.47,,0.22%
2018/5/7,4.495,4.4975,4.5202,4.43,,0.33%
2018/5/4,4.48,4.495,4.5153,4.455,,0.11%
2018/5/3,4.475,4.5125,4.52,4.4688,,-0.78%
2018/5/2,4.51,4.5,4.525,4.442,,0.33%
2018/5/1,4.495,4.5,4.5,4.4415,,0.00%
2018/4/30,4.495,4.4875,4.51,4.4362,,0.33%
2018/4/27,4.48,4.4675,4.4913,4.4335,,0.45%
2018/4/26,4.46,4.452,4.475,4.4238,,0.36%
2018/4/25,4.444,4.4513,4.46,4.4326,,0.03%
2018/4/24,4.4425,4.45,4.46,4.4125,,0.06%
2018/4/23,4.44,4.445,4.4527,4.4213,,0.23%
2018/4/20,4.43,4.45,4.4514,4.4275,,-0.23%
2018/4/19,4.44,4.4475,4.4513,4.4225,,0.11%
2018/4/18,4.435,4.4468,4.4517,4.4094,,0.03%
2018/4/17,4.4335,4.441,4.4479,4.42,,0.24%
2018/4/16,4.423,4.441,4.4442,4.42,,-0.11%
2018/4/13,4.428,4.444,4.4442,4.4175,,0.00%
2018/4/12,4.428,4.44,4.447,4.42,,0.18%
2018/4/11,4.42,4.441,4.5,4.4087,,-0.04%
2018/4/10,4.4219,4.4445,4.4513,4.4143,,-0.16%
2018/4/9,4.429,4.4525,4.5,4.4193,,-0.36%
2018/4/6,4.445,4.4525,4.5,4.4075,,0.00%
2018/4/5,4.445,4.4268,4.4705,4.41,,0.45%
2018/4/4,4.425,4.4217,4.4576,4.41,,0.23%
2018/4/3,4.415,4.4205,4.5,4.4,,0.06%
2018/4/2,4.4125,4.4168,4.422,4.4095,,0.00%
2018/3/30,4.4125,4.4205,4.4576,4.4095,,0.00%
2018/3/29,4.4125,4.4168,4.4825,4.395,,0.00%
2018/3/28,4.4125,4.4168,4.4288,4.4023,,0.17%
2018/3/27,4.405,4.415,4.4735,4.401,,0.00%
2018/3/26,4.405,4.4235,4.4576,4.4006,,0.25%
2018/3/23,4.394,4.4235,4.4665,4.4014,,-0.31%
2018/3/22,4.4075,4.42,4.4712,4.4063,,-0.02%
2018/3/21,4.4085,4.42,4.4723,4.405,,0.03%
2018/3/20,4.407,4.42,4.4684,4.41,,-0.60%
2018/3/19,4.4336,4.43,4.4725,4.4125,,0.64%
2018/3/16,4.4056,4.43,4.4728,4.4075,,-0.10%
2018/3/15,4.41,4.425,4.4695,4.4081,,-0.06%
2018/3/14,4.4125,4.425,4.4697,4.4125,,-0.10%
2018/3/13,4.4169,4.4305,4.4735,4.412,,-0.13%
2018/3/12,4.4225,4.4373,4.5,4.4125,,-0.07%
2018/3/9,4.4256,4.4522,4.4707,4.4225,,-0.38%
2018/3/8,4.4425,4.4522,4.47,4.435,,0.06%
2018/3/7,4.44,4.47,4.4724,4.4366,,0.00%
2018/3/6,4.44,4.47,4.4708,4.4468,,-0.01%
2018/3/5,4.4406,4.47,4.5,4.4396,,-0.32%
2018/3/2,4.455,4.47,4.4753,4.4456,,0.42%
2018/3/1,4.4363,4.4825,4.4878,4.4275,,-0.42%
2018/2/28,4.455,4.4825,4.4875,4.4323,,0.00%
2018/2/27,4.455,4.4605,4.5125,4.4323,,-0.11%
2018/2/26,4.46,4.47,4.5,4.432,,0.00%
2018/2/23,4.46,4.47,4.49,4.4315,,0.20%
2018/2/22,4.451,4.47,4.5175,4.395,,0.49%
2018/2/21,4.4292,4.4738,4.4825,4.4322,,-0.20%
2018/2/20,4.438,4.485,4.4875,4.4565,,-0.49%
2018/2/19,4.46,4.485,4.4875,4.45,,-1.33%
2018/2/16,4.52,4.485,4.5275,4.425,,1.75%
2018/2/15,4.4424,4.465,4.4975,4.4562,,-0.51%
2018/2/14,4.465,4.485,4.5488,4.4506,,0.59%
2018/2/13,4.4386,4.4775,4.505,4.4388,,-1.03%
2018/2/12,4.485,4.4775,4.5075,4.4338,,0.89%
2018/2/9,4.4454,4.4305,4.4809,4.4266,,0.57%
2018/2/8,4.42,4.4775,4.49,4.39,,0.08%
2018/2/7,4.4165,4.4775,4.505,4.395,,-1.10%
2018/2/6,4.4655,4.4775,4.5088,4.4663,,-0.01%
2018/2/5,4.466,4.505,4.52,4.477,,-0.12%
2018/2/2,4.4715,4.505,4.5425,4.4738,,-0.63%
2018/2/1,4.5,4.5525,4.5525,4.4868,,0.11%
2018/1/31,4.495,4.5525,4.5525,4.4808,,0.21%
2018/1/30,4.4855,4.5525,4.5525,4.485,,-0.32%
2018/1/29,4.5,4.5525,4.555,4.4915,,-0.12%
2018/1/26,4.5055,4.55,4.5527,4.51,,-0.65%
2018/1/25,4.535,4.5525,4.5527,4.4975,,-0.11%
2018/1/24,4.54,4.5512,4.5625,4.5,,0.41%
2018/1/23,4.5215,4.552,4.557,4.5,,-0.39%
2018/1/22,4.539,4.552,4.5555,4.495,,0.00%
2018/1/19,4.539,4.5525,4.555,4.495,,-0.02%
2018/1/18,4.54,4.5475,4.56,4.49,,0.22%
2018/1/17,4.53,4.5475,4.56,4.49,,0.00%
2018/1/16,4.53,4.525,4.56,4.495,,0.33%
2018/1/15,4.515,4.555,4.565,4.485,,0.42%
2018/1/12,4.496,4.555,4.555,4.495,,-1.08%
2018/1/11,4.545,4.5538,4.5642,4.495,,0.65%
2018/1/10,4.5155,4.5588,4.5775,4.5025,,-0.81%
2018/1/9,4.5525,4.5469,4.5675,4.495,,0.28%
2018/1/8,4.54,4.5469,4.5605,4.4925,,0.00%
2018/1/5,4.54,4.5469,4.5625,4.48,,0.00%
2018/1/4,4.54,4.5419,4.565,4.48,,0.22%
2018/1/3,4.53,4.5409,4.5675,4.495,,0.04%
2018/1/2,4.528,4.5379,4.55,4.49,,0.13%
2018/1/1,4.522,4.522,4.522,4.522,,0.00%
2017/12/29,4.522,4.5368,4.545,4.485,,0.04%
2017/12/28,4.52,4.5319,4.5374,4.495,,0.22%
2017/12/27,4.51,4.5319,4.5399,4.495,,0.00%
2017/12/26,4.51,4.5319,4.5324,4.51,,0.00%
2017/12/25,4.51,4.51,4.51,4.51,,0.00%
2017/12/22,4.51,4.5319,4.5374,4.4925,,0.00%
2017/12/21,4.51,4.5041,4.5374,4.48,,0.22%
2017/12/20,4.5,4.5344,4.5394,4.48,,-0.33%
2017/12/19,4.515,4.505,4.5394,4.48,,0.00%
2017/12/18,4.515,4.5319,4.5399,4.48,,0.11%
2017/12/15,4.51,4.5294,4.5324,4.4908,,0.11%
2017/12/14,4.505,4.515,4.5319,4.475,,1.56%
2017/12/13,4.4356,4.5274,4.5294,4.4608,,0.00%
2017/12/12,4.4356,4.475,4.5319,4.4608,,-1.32%
2017/12/11,4.495,4.5,4.545,4.48,,0.00%
2017/12/8,4.495,4.51,4.54,4.47,,1.34%
2017/12/7,4.4356,4.495,4.5275,4.4075,,0.00%
2017/12/6,4.4356,4.459,4.53,4.4075,,-0.12%
2017/12/5,4.4411,4.4075,4.5825,4.4075,,0.24%
2017/12/4,4.4306,4.48,4.57,4.4453,,-0.99%
2017/12/1,4.475,4.55,4.55,4.4775,,-1.21%
2017/11/30,4.53,4.585,4.6275,4.525,,-1.95%
2017/11/29,4.62,4.63,4.6424,4.57,,0.42%
2017/11/28,4.6008,4.64,4.6424,4.585,,-0.63%
2017/11/27,4.63,4.63,4.6425,4.585,,0.43%
2017/11/24,4.61,4.64,4.64,4.585,,-0.43%
2017/11/23,4.63,4.6237,4.65,4.5775,,0.27%
2017/11/22,4.6175,4.6213,4.64,4.56,,0.16%
2017/11/21,4.61,4.61,4.6325,4.56,,0.84%
2017/11/20,4.5716,4.5725,4.625,4.545,,0.14%
2017/11/17,4.565,4.565,4.59,4.4675,,0.33%
2017/11/16,4.55,4.535,4.575,4.46,,0.66%
2017/11/15,4.52,4.485,4.5375,4.41,,1.01%
2017/11/14,4.475,4.458,4.5,4.405,,0.73%
2017/11/13,4.4425,4.4075,4.4775,4.3925,,0.00%
2017/11/10,4.4425,4.4075,4.4537,4.3938,,1.30%
2017/11/9,4.3856,4.4325,4.4463,4.3925,,-1.00%
2017/11/8,4.43,4.4075,4.44,4.3825,,1.11%
2017/11/7,4.3812,4.42,4.4279,4.39,,-0.54%
2017/11/6,4.405,4.4075,4.4242,4.3825,,0.00%
2017/11/3,4.405,4.4175,4.4229,4.385,,0.11%
2017/11/2,4.4,4.4105,4.4222,4.384,,0.06%
2017/11/1,4.3975,4.3875,4.42,4.3795,,0.17%
2017/10/31,4.39,4.4075,4.42,4.3775,,0.00%
2017/10/30,4.39,4.43,4.43,4.3741,,0.23%
2017/10/27,4.38,4.43,4.43,4.3728,,-0.23%
2017/10/26,4.39,4.43,4.43,4.3648,,0.86%
2017/10/25,4.3524,4.3975,4.43,4.3675,,-0.63%
2017/10/24,4.38,4.43,4.43,4.3653,,0.66%
2017/10/23,4.3512,4.43,4.43,4.3656,,-0.94%
2017/10/20,4.3925,4.4105,4.43,4.3719,,0.06%
2017/10/19,4.39,4.4125,4.43,4.3766,,0.00%
2017/10/18,4.39,4.43,4.43,4.3781,,0.10%
2017/10/17,4.3856,4.4,4.5275,4.3753,,0.42%
2017/10/16,4.3672,4.43,4.43,4.3625,,0.04%
2017/10/13,4.3656,4.43,4.43,4.3703,,0.00%
2017/10/12,4.3656,4.395,4.43,4.36,,-0.23%
2017/10/11,4.3756,4.4,4.43,4.3778,,0.43%
2017/10/10,4.3568,4.43,4.43,4.3747,,-0.98%
2017/10/9,4.4,4.43,4.43,4.3825,,0.89%
2017/10/6,4.3612,4.43,4.43,4.3806,,-0.56%
2017/10/5,4.3856,4.43,4.44,4.3825,,0.00%
2017/10/4,4.3856,4.407,4.43,4.3825,,0.33%
2017/10/3,4.3712,4.43,4.4325,4.3856,,-0.65%
2017/10/2,4.4,4.43,4.43,4.3825,,0.73%
2017/9/29,4.368,4.43,4.43,4.3815,,-0.50%
2017/9/28,4.39,4.43,4.43,4.3825,,0.00%
2017/9/27,4.39,4.43,4.4325,4.3825,,0.20%
2017/9/26,4.3812,4.43,4.4345,4.3825,,-0.10%
2017/9/25,4.3856,4.43,4.4325,4.3978,,0.10%
2017/9/22,4.3812,4.4325,4.4375,4.3981,,-0.99%
2017/9/21,4.425,4.4202,4.4375,4.3825,,0.34%
2017/9/20,4.41,4.4243,4.4388,4.3825,,-0.34%
2017/9/19,4.425,4.43,4.4413,4.3825,,0.74%
2017/9/18,4.3924,4.43,4.4425,4.3825,,-0.20%
2017/9/15,4.4012,4.43,4.44,4.3825,,0.10%
2017/9/14,4.3968,4.43,4.4375,4.4134,,-0.33%
2017/9/13,4.4112,4.4212,4.4413,4.3825,,0.13%
2017/9/12,4.4056,4.43,4.4413,4.3825,,-0.23%
2017/9/11,4.4156,4.43,4.4375,4.3825,,0.86%
2017/9/8,4.378,4.43,4.4425,4.4015,,-0.30%
2017/9/7,4.3912,4.43,4.4338,4.4,,-0.72%
2017/9/6,4.4231,4.4038,4.4452,4.3825,,0.78%
2017/9/5,4.3887,4.43,4.45,4.3375,,-0.82%
2017/9/4,4.425,4.43,4.445,4.3975,,0.00%
2017/9/1,4.425,4.43,4.444,4.43,,0.64%
2017/8/31,4.3968,4.43,4.455,4.3825,,0.00%
2017/8/30,4.3968,4.42,4.4475,4.3825,,-0.20%
2017/8/29,4.4056,4.42,4.455,4.4075,,-0.33%
2017/8/28,4.42,4.42,4.4563,4.405,,0.34%
2017/8/25,4.405,4.415,4.46,4.405,,-0.37%
2017/8/24,4.4212,4.4425,4.4575,4.415,,0.00%
2017/8/23,4.4212,4.42,4.46,4.4125,,0.45%
2017/8/22,4.4012,4.42,4.4625,4.3375,,0.00%
2017/8/21,4.4012,4.4175,4.44,4.3975,,0.21%
2017/8/18,4.3918,4.4175,4.465,4.3975,,0.00%
2017/8/17,4.3918,4.4175,4.4725,4.375,,0.01%
2017/8/16,4.3912,4.4175,4.4675,4.31,,-1.43%
2017/8/15,4.455,4.4175,4.475,4.405,,1.45%
2017/8/14,4.3912,4.4175,4.47,4.395,,-0.88%
2017/8/11,4.43,4.4175,4.46,4.395,,0.45%
2017/8/10,4.41,4.4175,4.4375,4.3743,,0.53%
2017/8/9,4.3868,4.4175,4.4294,4.3825,,-0.10%
2017/8/8,4.3912,4.4175,4.4225,4.3853,,0.43%
2017/8/7,4.3724,4.4175,4.4187,4.3685,,-0.20%
2017/8/4,4.3812,4.4175,4.43,4.3325,,0.00%
2017/8/3,4.3812,4.3472,4.43,4.3127,,2.92%
2017/8/2,4.2571,4.4175,4.4256,4.3186,,-0.10%
2017/8/1,4.2614,4.4175,4.4425,4.3236,,-2.49%
2017/7/31,4.37,4.4175,4.44,4.325,,0.43%
2017/7/28,4.3512,4.4175,4.4325,4.32,,-0.56%
2017/7/27,4.3756,4.4175,4.43,4.325,,0.48%
2017/7/26,4.3546,4.4175,4.4239,4.35,,-0.30%
2017/7/25,4.3678,4.4175,4.44,4.2975,,-0.20%
2017/7/24,4.3766,4.4175,4.455,4.2975,,-0.76%
2017/7/21,4.41,4.4175,4.4443,4.35,,0.43%
2017/7/20,4.3912,4.4175,4.44,4.315,,0.00%
2017/7/19,4.3912,4.4175,4.435,4.3175,,1.22%
2017/7/18,4.3382,4.396,4.4175,4.3475,,-0.85%
2017/7/17,4.3756,4.4175,4.43,4.3025,,0.73%
2017/7/14,4.3437,4.3866,4.435,4.3175,,-1.11%
2017/7/13,4.3925,4.4,4.4375,4.325,,0.95%
2017/7/12,4.3512,4.3866,4.4355,4.3225,,-0.13%
2017/7/11,4.3568,4.4175,4.435,4.33,,0.00%
2017/7/10,4.3568,4.4175,4.44,4.335,,0.43%
2017/7/7,4.3382,4.4175,4.435,4.3175,,-0.20%
2017/7/6,4.3468,4.395,4.435,4.3175,,-0.66%
2017/7/5,4.3756,4.4175,4.4425,4.31,,1.05%
2017/7/4,4.33,4.4175,4.46,4.3025,,-0.23%
2017/7/3,4.34,4.4175,4.425,4.3575,,-0.84%
2017/6/30,4.3768,4.4175,4.445,4.3375,,-0.43%
2017/6/29,4.3956,4.4175,4.465,4.35,,-0.35%
2017/6/28,4.4112,4.4175,4.4504,4.3375,,2.34%
2017/6/27,4.3105,4.4175,4.4598,4.3678,,-0.20%
2017/6/26,4.3191,4.4175,4.4441,4.35,,-0.20%
2017/6/23,4.3277,4.392,4.45,4.34,,-0.20%
2017/6/22,4.3363,4.425,4.4537,4.345,,-2.00%
2017/6/21,4.425,4.41,4.445,4.3,,1.94%
2017/6/20,4.3406,4.3104,4.445,4.3027,,-0.20%
2017/6/19,4.3492,4.41,4.4352,4.3,,-0.10%
2017/6/16,4.3536,4.41,4.4275,4.295,,-0.20%
2017/6/15,4.3624,4.41,4.41,4.275,,0.00%
2017/6/14,4.3624,4.3825,4.4125,4.295,,0.33%
2017/6/13,4.348,4.36,4.4175,4.2978,,-0.53%
2017/6/12,4.3712,4.36,4.421,4.275,,0.03%
2017/6/9,4.37,4.36,4.4325,4.3184,,1.03%
2017/6/8,4.3253,4.36,4.44,4.275,,-0.30%
2017/6/7,4.3382,4.36,4.4,4.275,,0.19%
2017/6/6,4.33,4.36,4.385,4.2525,,1.42%
2017/6/5,4.2695,4.36,4.375,4.255,,-0.40%
2017/6/2,4.2867,4.36,4.375,4.255,,0.87%
2017/6/1,4.2499,4.3249,4.395,4.25,,-0.50%
2017/5/31,4.2714,4.305,4.375,4.2415,,0.00%
2017/5/30,4.2714,4.36,4.374,4.235,,0.03%
2017/5/29,4.27,4.36,4.435,4.2025,,-0.47%
2017/5/26,4.29,4.36,4.441,4.15,,-0.96%
2017/5/25,4.3314,4.36,4.3962,4.3235,,1.27%
2017/5/24,4.277,4.33,4.455,4.2825,,-0.10%
2017/5/23,4.2813,4.33,4.4755,4.3132,,-0.20%
2017/5/22,4.2899,4.33,4.51,4.29,,0.00%
2017/5/19,4.2899,4.33,4.5,4.2525,,-0.30%
2017/5/18,4.3028,4.3381,4.43,4.215,,-0.63%
2017/5/17,4.33,4.24,4.3475,4.1675,,4.11%
2017/5/16,4.159,4.24,4.34,4.1675,,-3.17%
2017/5/15,4.295,4.24,4.3125,4.13,,1.30%
2017/5/12,4.24,4.24,4.35,4.133,,0.59%
2017/5/11,4.215,4.2425,4.28,4.155,,-0.47%
2017/5/10,4.235,4.24,4.2825,4.15,,1.83%
2017/5/9,4.159,4.24,4.35,4.128,,-0.30%
2017/5/8,4.1716,4.24,4.2675,4.15,,-0.91%
2017/5/5,4.21,4.24,4.275,4.16,,0.48%
2017/5/4,4.19,4.24,4.265,4.175,,0.34%
2017/5/3,4.1758,4.15,4.35,4.14,,-0.34%
2017/5/2,4.19,4.15,4.25,4.14,,-0.48%
2017/5/1,4.21,4.15,4.23,4.15,,0.84%
2017/4/28,4.1748,4.15,4.2414,4.115,,-0.54%
2017/4/27,4.1975,4.15,4.35,4.105,,-0.06%
2017/4/26,4.2,4.23,4.2675,4.135,,0.48%
2017/4/25,4.18,4.15,4.27,4.13,,2.26%
2017/4/24,4.0877,4.21,4.265,4.1143,,-1.14%
2017/4/21,4.135,4.1163,4.275,4.0704,,0.95%
2017/4/20,4.0959,4.1525,4.26,4.1,,-0.63%
2017/4/19,4.1218,4.23,4.27,4.095,,-1.37%
2017/4/18,4.179,4.23,4.35,4.1365,,-0.10%
2017/4/17,4.1832,4.23,4.241,4.2116,,-0.04%
2017/4/14,4.185,4.23,4.2408,4.205,,-0.16%
2017/4/13,4.1916,4.16,4.2825,4.14,,-0.57%
2017/4/12,4.2158,4.16,4.365,4.145,,-0.71%
2017/4/11,4.2458,4.23,4.29,4.14,,0.81%
2017/4/10,4.2116,4.16,4.35,4.14,,1.75%
2017/4/7,4.1392,4.16,4.33,4.13,,-0.20%
2017/4/6,4.1474,4.35,4.35,4.115,,-3.55%
