Date,Price,Open,High,Low,Vol.,Change %
2008/4/1,0.985,0.978,0.985,0.978,,0.10%
2008/3/31,0.984,0.962,0.989,0.962,,0.05%
2008/3/28,0.9835,0.9716,0.9835,0.962,,0.15%
2008/3/27,0.982,0.9718,0.982,0.96,,2.29%
2008/3/26,0.96,0.976,0.976,0.96,,0.00%
2008/3/25,0.96,0.969,0.9805,0.96,,0.00%
2008/3/24,0.96,0.96,0.96,0.96,,0.00%
2008/3/21,0.96,0.96,0.96,0.96,,0.00%
2008/3/20,0.96,0.9699,0.981,0.96,,0.00%
2008/3/19,0.96,0.9726,0.9726,0.96,,0.00%
2008/3/18,0.96,0.9677,0.972,0.96,,0.00%
2008/3/17,0.96,0.9688,0.9805,0.96,,0.00%
2008/3/14,0.96,0.962,0.9724,0.96,,0.00%
2008/3/13,0.96,0.962,0.985,0.96,,0.00%
2008/3/12,0.96,0.962,0.9695,0.96,,0.00%
2008/3/11,0.96,0.962,0.9687,0.96,,0.00%
2008/3/10,0.96,0.971,0.9775,0.96,,0.00%
2008/3/7,0.96,0.962,0.9666,0.96,,-0.21%
2008/3/6,0.962,0.962,0.962,0.962,,0.21%
2008/3/5,0.96,0.962,0.962,0.962,,0.00%
2008/3/4,0.96,0.962,0.9785,0.96,,0.00%
2008/3/3,0.96,0.962,0.971,0.96,,0.00%
2008/2/29,0.96,0.962,0.971,0.96,,0.00%
2008/2/28,0.96,0.976,0.9775,0.96,,0.00%
2008/2/27,0.96,0.9765,0.977,0.96,,0.00%
2008/2/26,0.96,0.975,0.975,0.96,,0.00%
2008/2/25,0.96,0.9686,0.9765,0.96,,0.00%
2008/2/22,0.96,0.962,0.97,0.96,,0.00%
2008/2/21,0.96,0.96,0.9775,0.96,,0.00%
2008/2/20,0.96,0.9662,0.97,0.96,,0.00%
2008/2/19,0.96,0.962,0.977,0.96,,0.00%
2008/2/18,0.96,0.9651,0.97,0.96,,0.00%
2008/2/15,0.96,0.9535,0.9775,0.9535,,0.00%
2008/2/14,0.96,0.9658,0.97,0.96,,0.00%
2008/2/13,0.96,0.9675,0.977,0.96,,0.00%
2008/2/12,0.96,0.9675,0.9675,0.96,,0.00%
2008/2/11,0.96,0.962,0.9704,0.96,,-0.59%
2008/2/8,0.9657,0.9675,0.9725,0.962,,0.59%
2008/2/7,0.96,0.9675,0.9755,0.96,,0.00%
2008/2/6,0.96,0.9675,0.975,0.96,,0.00%
2008/2/5,0.96,0.9675,0.9765,0.9461,,0.00%
2008/2/4,0.96,0.972,0.9765,0.9461,,0.00%
2008/2/1,0.96,0.9775,0.9775,0.96,,0.00%
2008/1/31,0.96,0.9684,0.9684,0.96,,0.68%
2008/1/30,0.9535,0.9535,0.9675,0.9535,,0.00%
2008/1/29,0.9535,0.9535,0.962,0.9461,,0.00%
2008/1/28,0.9535,0.9535,0.9765,0.9535,,0.00%
2008/1/25,0.9535,0.9535,0.976,0.9461,,0.00%
2008/1/24,0.9535,0.9535,0.9755,0.9535,,0.00%
2008/1/23,0.9535,0.9535,0.975,0.9535,,-0.05%
2008/1/22,0.954,0.978,0.99,0.9461,,-0.88%
2008/1/21,0.9625,0.978,0.99,0.9461,,0.94%
2008/1/18,0.9535,0.9535,0.99,0.9461,,0.00%
2008/1/17,0.9535,0.99,0.99,0.9461,,0.00%
2008/1/16,0.9535,0.9535,0.99,0.9461,,0.00%
2008/1/15,0.9535,0.9535,0.99,0.9461,,-1.40%
2008/1/14,0.967,0.972,0.99,0.9461,,1.42%
2008/1/11,0.9535,0.972,0.99,0.9461,,0.00%
2008/1/10,0.9535,0.97,0.975,0.9525,,0.00%
2008/1/9,0.9535,0.9725,0.99,0.9461,,0.00%
2008/1/8,0.9535,0.973,0.99,0.945,,0.00%
2008/1/7,0.9535,0.9535,0.99,0.945,,0.00%
2008/1/4,0.9535,0.9545,0.99,0.945,,0.00%
2008/1/3,0.9535,0.97,0.99,0.945,,0.00%
2008/1/2,0.9535,0.99,0.99,0.945,,0.90%
2008/1/1,0.945,0.9725,0.99,0.945,,-0.79%
2007/12/31,0.9525,0.972,0.9725,0.972,,0.00%
2007/12/28,0.9525,0.972,0.99,0.945,,-1.70%
2007/12/27,0.969,0.972,0.99,0.945,,1.63%
2007/12/26,0.9535,0.972,0.99,0.945,,0.90%
2007/12/25,0.945,0.972,0.99,0.945,,-0.79%
2007/12/24,0.9525,0.9725,0.99,0.945,,0.11%
2007/12/21,0.9515,0.99,0.99,0.945,,-1.02%
2007/12/20,0.9613,0.99,0.99,0.945,,1.14%
2007/12/19,0.9505,0.99,0.99,0.945,,-0.11%
2007/12/18,0.9515,0.99,0.99,0.945,,0.26%
2007/12/17,0.949,0.99,0.99,0.945,,-0.05%
2007/12/14,0.9495,0.99,0.99,0.945,,-0.05%
2007/12/13,0.95,0.96,0.99,0.945,,-0.58%
2007/12/12,0.9555,0.99,0.99,0.945,,0.84%
2007/12/11,0.9475,0.99,0.99,0.945,,-1.30%
2007/12/10,0.96,0.99,0.99,0.945,,1.32%
2007/12/7,0.9475,0.947,0.99,0.945,,-2.82%
2007/12/6,0.975,0.99,0.99,0.945,,-0.66%
2007/12/5,0.9815,0.99,0.99,0.945,,0.67%
2007/12/4,0.975,0.99,0.99,0.945,,0.41%
2007/12/3,0.971,0.99,0.99,0.945,,-1.02%
2007/11/30,0.981,0.97,0.99,0.945,,1.40%
2007/11/29,0.9675,0.945,0.9805,0.945,,-1.17%
2007/11/28,0.979,0.945,0.98,0.945,,-0.10%
2007/11/27,0.98,0.945,0.98,0.945,,2.80%
2007/11/26,0.9533,0.9785,0.9785,0.945,,-0.65%
2007/11/23,0.9595,0.9511,0.9595,0.9511,,-1.94%
2007/11/22,0.9785,0.98,0.98,0.9514,,0.05%
2007/11/21,0.978,0.9635,0.98,0.942,,0.15%
2007/11/20,0.9765,0.975,0.978,0.9465,,2.74%
2007/11/19,0.9505,0.97,0.976,0.945,,-0.21%
2007/11/16,0.9525,0.9605,0.975,0.9488,,-0.78%
2007/11/15,0.96,0.976,0.976,0.945,,1.32%
2007/11/14,0.9475,0.9375,0.975,0.9375,,0.00%
2007/11/13,0.9475,0.964,0.971,0.9423,,-2.37%
2007/11/12,0.9705,0.96,0.9705,0.9445,,2.43%
2007/11/9,0.9475,0.964,0.968,0.942,,-0.63%
2007/11/8,0.9535,0.96,0.968,0.9449,,-1.45%
2007/11/7,0.9675,0.96,0.9675,0.9445,,2.65%
2007/11/6,0.9425,0.959,0.9655,0.9407,,-1.05%
2007/11/5,0.9525,0.96,0.964,0.94,,0.05%
2007/11/2,0.952,0.9585,0.9597,0.9434,,1.28%
2007/11/1,0.94,0.959,0.9595,0.94,,-2.08%
2007/10/31,0.96,0.955,0.96,0.941,,0.16%
2007/10/30,0.9585,0.955,0.9605,0.935,,1.62%
2007/10/29,0.9432,0.961,0.961,0.9432,,-1.85%
2007/10/26,0.961,0.959,0.961,0.9406,,0.05%
2007/10/25,0.9605,0.941,0.961,0.941,,0.05%
2007/10/24,0.96,0.94,0.96,0.94,,2.13%
2007/10/23,0.94,0.9425,0.959,0.94,,-0.10%
2007/10/22,0.9409,0.943,0.943,0.9409,,0.22%
2007/10/19,0.9388,0.9425,0.959,0.9388,,-0.05%
2007/10/18,0.9393,0.943,0.943,0.9393,,-1.95%
2007/10/17,0.958,0.9425,0.958,0.94,,2.10%
2007/10/16,0.9383,0.9425,0.9425,0.9383,,-0.39%
2007/10/15,0.942,0.942,0.942,0.942,,-0.32%
2007/10/12,0.945,0.9435,0.947,0.9382,,-0.21%
2007/10/11,0.947,0.944,0.949,0.9373,,-0.11%
2007/10/10,0.948,0.9425,0.949,0.9373,,0.11%
2007/10/9,0.947,0.942,0.948,0.9389,,-0.05%
2007/10/8,0.9475,0.9435,0.9475,0.9371,,1.03%
2007/10/5,0.9378,0.943,0.943,0.9378,,-0.07%
2007/10/4,0.9385,0.9425,0.9425,0.9385,,0.16%
2007/10/3,0.937,0.943,0.943,0.937,,-1.00%
2007/10/2,0.9465,0.942,0.9475,0.935,,0.05%
2007/10/1,0.946,0.94,0.946,0.9394,,0.00%
2007/9/28,0.946,0.934,0.9465,0.934,,1.50%
2007/9/27,0.932,0.936,0.9465,0.932,,-0.59%
2007/9/26,0.9375,0.938,0.9476,0.9275,,-0.19%
2007/9/25,0.9393,0.94,0.9469,0.9367,,-0.03%
2007/9/24,0.9396,0.9369,0.9396,0.932,,-0.72%
2007/9/21,0.9464,0.9425,0.9464,0.9349,,0.03%
2007/9/20,0.9461,0.9415,0.9461,0.9415,,0.11%
2007/9/19,0.9451,0.941,0.9451,0.935,,0.98%
2007/9/18,0.9359,0.9405,0.9456,0.927,,-1.08%
2007/9/17,0.9461,0.94,0.9461,0.932,,0.05%
2007/9/14,0.9456,0.937,0.9456,0.932,,0.11%
2007/9/13,0.9446,0.938,0.9446,0.9325,,0.11%
2007/9/12,0.9436,0.936,0.9436,0.93,,1.02%
2007/9/11,0.9341,0.932,0.9421,0.927,,-0.27%
2007/9/10,0.9366,0.9215,0.9429,0.9215,,0.43%
2007/9/7,0.9326,0.932,0.9429,0.926,,-0.88%
2007/9/6,0.9409,0.931,0.9409,0.931,,-0.05%
2007/9/5,0.9414,0.9315,0.9414,0.9315,,0.73%
2007/9/4,0.9346,0.932,0.9416,0.929,,0.05%
2007/9/3,0.9341,0.933,0.938,0.924,,-0.42%
2007/8/31,0.938,0.9325,0.938,0.9305,,0.05%
2007/8/30,0.9375,0.932,0.9395,0.93,,0.00%
2007/8/29,0.9375,0.9335,0.9375,0.928,,1.06%
2007/8/28,0.9277,0.934,0.9375,0.9277,,-1.05%
2007/8/27,0.9375,0.932,0.9375,0.922,,0.16%
2007/8/24,0.936,0.9315,0.9375,0.9315,,-0.16%
2007/8/23,0.9375,0.931,0.939,0.9291,,0.11%
2007/8/22,0.9365,0.9325,0.9365,0.9299,,-0.05%
2007/8/21,0.937,0.9301,0.937,0.9301,,0.05%
2007/8/20,0.9365,0.93,0.9365,0.9281,,0.86%
2007/8/17,0.9285,0.9325,0.9325,0.9285,,-0.10%
2007/8/16,0.9294,0.933,0.937,0.9294,,-0.33%
2007/8/15,0.9325,0.9305,0.9325,0.9268,,0.33%
2007/8/14,0.9294,0.93,0.93,0.9255,,-0.28%
2007/8/13,0.932,0.9356,0.9356,0.928,,-0.37%
2007/8/10,0.9355,0.93,0.9355,0.9275,,0.48%
2007/8/9,0.931,0.9299,0.936,0.9299,,-0.11%
2007/8/8,0.932,0.928,0.935,0.9262,,0.76%
2007/8/7,0.925,0.9285,0.9285,0.925,,-0.70%
2007/8/6,0.9315,0.928,0.9315,0.927,,0.16%
2007/8/3,0.93,0.927,0.93,0.927,,0.54%
2007/8/2,0.925,0.9265,0.935,0.925,,-0.38%
2007/8/1,0.9285,0.926,0.9285,0.926,,0.11%
2007/7/31,0.9275,0.925,0.9295,0.92,,-0.22%
2007/7/30,0.9295,0.9245,0.93,0.9245,,0.27%
2007/7/27,0.927,0.925,0.93,0.925,,-0.22%
2007/7/26,0.929,0.922,0.934,0.922,,0.22%
2007/7/25,0.927,0.9235,0.9315,0.922,,-0.27%
2007/7/24,0.9295,0.9255,0.9295,0.922,,0.05%
2007/7/23,0.929,0.925,0.929,0.925,,0.35%
2007/7/20,0.9258,0.9255,0.929,0.9255,,-0.13%
2007/7/19,0.927,0.9275,0.9285,0.92,,-0.05%
2007/7/18,0.9275,0.9255,0.9275,0.9255,,0.15%
2007/7/17,0.9261,0.925,0.9261,0.925,,-0.20%
2007/7/16,0.928,0.9245,0.93,0.9245,,0.11%
2007/7/13,0.927,0.924,0.9275,0.924,,0.76%
2007/7/12,0.92,0.923,0.9272,0.92,,-0.54%
2007/7/11,0.925,0.925,0.925,0.925,,-0.22%
2007/7/10,0.927,0.9235,0.927,0.919,,0.05%
2007/7/9,0.9265,0.923,0.929,0.923,,-0.22%
2007/7/6,0.9285,0.924,0.9285,0.924,,0.33%
2007/7/5,0.9254,0.925,0.9254,0.919,,0.13%
2007/7/4,0.9242,0.924,0.9242,0.9238,,-0.30%
2007/7/3,0.927,0.927,0.927,0.927,,0.00%
2007/7/2,0.927,0.927,0.927,0.927,,0.17%
2007/6/29,0.9255,0.9255,0.9255,0.9255,,-0.12%
2007/6/28,0.9266,0.9266,0.9266,0.9266,,0.17%
2007/6/27,0.925,0.925,0.925,0.925,,-0.15%
2007/6/26,0.9263,0.9263,0.9263,0.9263,,0.53%
2007/6/25,0.9215,0.9215,0.9215,0.9215,,-0.59%
2007/6/22,0.927,0.927,0.927,0.927,,0.02%
2007/6/21,0.9268,0.9268,0.9268,0.9268,,0.05%
2007/6/20,0.9264,0.9264,0.9264,0.9264,,0.15%
2007/6/19,0.925,0.925,0.925,0.925,,0.11%
2007/6/18,0.924,0.924,0.924,0.924,,-0.23%
2007/6/15,0.9261,0.9261,0.9261,0.9261,,0.18%
2007/6/14,0.9245,0.9245,0.9245,0.9245,,-0.05%
2007/6/13,0.925,0.925,0.925,0.925,,0.16%
2007/6/12,0.9235,0.9235,0.9235,0.9235,,-0.27%
2007/6/11,0.926,0.926,0.926,0.926,,0.22%
2007/6/8,0.924,0.924,0.924,0.924,,-0.22%
2007/6/7,0.926,0.926,0.926,0.926,,-0.22%
2007/6/6,0.928,0.928,0.928,0.928,,0.16%
2007/6/5,0.9265,0.9265,0.9265,0.9265,,0.04%
2007/6/4,0.9261,0.9261,0.9261,0.9261,,0.15%
2007/6/1,0.9248,0.9248,0.9248,0.9248,,-0.18%
2007/5/31,0.9265,0.9265,0.9265,0.9265,,0.32%
2007/5/30,0.9235,0.9235,0.9235,0.9235,,0.05%
2007/5/29,0.923,0.923,0.923,0.923,,-0.43%
2007/5/28,0.927,0.927,0.927,0.927,,0.54%
2007/5/25,0.922,0.922,0.922,0.922,,-0.43%
2007/5/24,0.926,0.926,0.926,0.926,,0.22%
2007/5/23,0.924,0.924,0.924,0.924,,-0.06%
2007/5/22,0.9245,0.9245,0.9245,0.9245,,0.00%
2007/5/21,0.9245,0.9245,0.9245,0.9245,,-0.05%
2007/5/18,0.925,0.925,0.925,0.925,,0.05%
2007/5/17,0.9245,0.9245,0.9245,0.9245,,-0.16%
2007/5/16,0.926,0.926,0.926,0.926,,0.05%
2007/5/15,0.9255,0.9255,0.9255,0.9255,,0.16%
2007/5/14,0.924,0.924,0.924,0.924,,0.00%
2007/5/11,0.924,0.924,0.924,0.924,,-0.05%
2007/5/10,0.9245,0.9245,0.9245,0.9245,,-0.01%
2007/5/9,0.9246,0.9246,0.9246,0.9246,,0.12%
2007/5/8,0.9235,0.9235,0.9235,0.9235,,-0.29%
2007/5/7,0.9262,0.9262,0.9262,0.9262,,0.08%
2007/5/4,0.9255,0.9255,0.9255,0.9255,,0.00%
2007/5/3,0.9255,0.9255,0.9255,0.9255,,0.00%
2007/5/2,0.9255,0.9255,0.9255,0.9255,,-0.10%
2007/5/1,0.9264,0.9264,0.9264,0.9264,,0.13%
2007/4/30,0.9252,0.9252,0.9252,0.9252,,0.13%
2007/4/27,0.924,0.924,0.924,0.924,,-0.13%
2007/4/26,0.9252,0.9252,0.9252,0.9252,,0.02%
2007/4/25,0.925,0.925,0.925,0.925,,-0.11%
2007/4/24,0.926,0.926,0.926,0.926,,0.11%
2007/4/23,0.925,0.925,0.925,0.925,,-0.27%
2007/4/20,0.9275,0.9275,0.9275,0.9275,,0.50%
2007/4/19,0.9229,0.9229,0.9229,0.9229,,-0.12%
2007/4/18,0.924,0.924,0.924,0.924,,0.00%
2007/4/17,0.924,0.924,0.924,0.924,,0.05%
2007/4/16,0.9235,0.9235,0.9235,0.9235,,-0.05%
2007/4/13,0.924,0.924,0.924,0.924,,0.11%
2007/4/12,0.923,0.923,0.923,0.923,,-0.33%
2007/4/11,0.926,0.926,0.926,0.926,,0.00%
2007/4/10,0.926,0.926,0.926,0.926,,0.11%
2007/4/9,0.925,0.925,0.925,0.925,,0.00%
2007/4/6,0.925,0.925,0.925,0.925,,0.00%
2007/4/5,0.925,0.925,0.925,0.925,,0.00%
2007/4/4,0.925,0.925,0.925,0.925,,-0.05%
2007/4/3,0.9255,0.9255,0.9255,0.9255,,0.38%
2007/4/2,0.922,0.922,0.922,0.922,,-0.29%
2007/3/30,0.9247,0.9247,0.9247,0.9247,,-0.19%
2007/3/29,0.9265,0.9265,0.9265,0.9265,,0.50%
2007/3/28,0.9219,0.9219,0.9219,0.9219,,-0.16%
2007/3/27,0.9234,0.9234,0.9234,0.9234,,0.22%
2007/3/26,0.9213,0.9213,0.9213,0.9213,,-0.51%
2007/3/23,0.926,0.926,0.926,0.926,,0.11%
2007/3/22,0.925,0.925,0.925,0.925,,0.11%
2007/3/21,0.924,0.924,0.924,0.924,,-0.32%
2007/3/20,0.927,0.927,0.927,0.927,,0.05%
2007/3/19,0.9265,0.9265,0.9265,0.9265,,0.00%
2007/3/16,0.9265,0.9265,0.9265,0.9265,,-0.05%
2007/3/15,0.927,0.927,0.927,0.927,,0.50%
2007/3/14,0.9224,0.9224,0.9224,0.9224,,0.15%
2007/3/13,0.921,0.921,0.921,0.921,,-0.08%
2007/3/12,0.9218,0.9218,0.9218,0.9218,,-0.02%
2007/3/9,0.922,0.922,0.922,0.922,,-0.55%
2007/3/8,0.9271,0.9271,0.9271,0.9271,,0.77%
2007/3/7,0.92,0.92,0.92,0.92,,-0.11%
2007/3/6,0.921,0.921,0.921,0.921,,-0.65%
2007/3/5,0.927,0.927,0.927,0.927,,-0.16%
2007/3/2,0.9285,0.9285,0.9285,0.9285,,0.11%
2007/3/1,0.9275,0.9275,0.9275,0.9275,,0.00%
2007/2/28,0.9275,0.9275,0.9275,0.9275,,0.49%
2007/2/27,0.923,0.923,0.923,0.923,,-0.32%
2007/2/26,0.926,0.926,0.926,0.926,,0.11%
2007/2/23,0.925,0.925,0.925,0.925,,0.43%
2007/2/22,0.921,0.921,0.921,0.921,,-0.32%
2007/2/21,0.924,0.924,0.924,0.924,,0.33%
2007/2/20,0.921,0.921,0.921,0.921,,-0.63%
2007/2/19,0.9268,0.9268,0.9268,0.9268,,0.30%
2007/2/16,0.924,0.924,0.924,0.924,,-0.05%
2007/2/15,0.9245,0.9245,0.9245,0.9245,,0.27%
2007/2/14,0.922,0.922,0.922,0.922,,-0.21%
2007/2/13,0.924,0.924,0.924,0.924,,-0.11%
2007/2/12,0.925,0.925,0.925,0.925,,0.09%
2007/2/9,0.9242,0.9242,0.9242,0.9242,,-0.08%
2007/2/8,0.9249,0.9249,0.9249,0.9249,,-0.01%
2007/2/7,0.925,0.925,0.925,0.925,,0.05%
2007/2/6,0.9245,0.9245,0.9245,0.9245,,0.02%
2007/2/5,0.9243,0.9243,0.9243,0.9243,,0.74%
2007/2/2,0.9175,0.9175,0.9175,0.9175,,-0.76%
2007/2/1,0.9245,0.9245,0.9245,0.9245,,0.93%
2007/1/31,0.916,0.916,0.916,0.916,,-0.77%
2007/1/30,0.9231,0.9231,0.9231,0.9231,,0.03%
2007/1/29,0.9229,0.9229,0.9229,0.9229,,0.11%
2007/1/26,0.9219,0.9219,0.9219,0.9219,,0.02%
2007/1/25,0.9216,0.9216,0.9216,0.9216,,-0.36%
2007/1/24,0.925,0.925,0.925,0.925,,0.05%
2007/1/23,0.9245,0.9245,0.9245,0.9245,,0.05%
2007/1/22,0.924,0.924,0.924,0.924,,0.00%
2007/1/19,0.924,0.924,0.924,0.924,,0.00%
2007/1/18,0.924,0.924,0.924,0.924,,0.16%
2007/1/17,0.9225,0.9225,0.9225,0.9225,,-0.06%
2007/1/16,0.9231,0.9231,0.9231,0.9231,,0.17%
2007/1/15,0.9215,0.9215,0.9215,0.9215,,-0.16%
2007/1/12,0.923,0.923,0.923,0.923,,0.02%
2007/1/11,0.9228,0.9228,0.9228,0.9228,,0.11%
2007/1/10,0.9218,0.9218,0.9218,0.9218,,0.03%
2007/1/9,0.9215,0.9215,0.9215,0.9215,,-0.05%
2007/1/8,0.922,0.922,0.922,0.922,,0.05%
2007/1/5,0.9216,0.9216,0.9216,0.9216,,0.44%
2007/1/4,0.9175,0.9175,0.9175,0.9175,,-0.43%
2007/1/3,0.9215,0.9215,0.9215,0.9215,,0.27%
2007/1/2,0.919,0.919,0.919,0.919,,-0.23%
2007/1/1,0.9211,0.9211,0.9211,0.9211,,0.00%
2006/12/29,0.9211,0.9211,0.9211,0.9211,,-0.02%
2006/12/28,0.9213,0.9213,0.9213,0.9213,,-0.06%
2006/12/27,0.9219,0.9219,0.9219,0.9219,,0.42%
2006/12/26,0.918,0.918,0.918,0.918,,0.00%
2006/12/25,0.918,0.918,0.918,0.918,,0.00%
2006/12/22,0.918,0.918,0.918,0.918,,-0.11%
2006/12/21,0.919,0.919,0.919,0.919,,-0.11%
2006/12/20,0.92,0.92,0.92,0.92,,-0.20%
2006/12/19,0.9219,0.9219,0.9219,0.9219,,0.86%
2006/12/18,0.914,0.914,0.914,0.914,,-0.44%
2006/12/15,0.918,0.918,0.918,0.918,,-0.37%
2006/12/14,0.9214,0.9214,0.9214,0.9214,,0.02%
2006/12/13,0.9212,0.9212,0.9212,0.9212,,0.46%
2006/12/12,0.917,0.917,0.917,0.917,,0.11%
2006/12/11,0.916,0.916,0.916,0.916,,-0.23%
2006/12/8,0.9181,0.9181,0.9181,0.9181,,-0.22%
2006/12/7,0.9201,0.9201,0.9201,0.9201,,-0.03%
2006/12/6,0.9204,0.9204,0.9204,0.9204,,0.42%
2006/12/5,0.9165,0.9165,0.9165,0.9165,,-0.40%
2006/12/4,0.9202,0.9202,0.9202,0.9202,,0.29%
2006/12/1,0.9175,0.9175,0.9175,0.9175,,-0.19%
2006/11/30,0.9193,0.9193,0.9193,0.9193,,0.36%
2006/11/29,0.916,0.916,0.916,0.916,,-0.26%
2006/11/28,0.9184,0.9184,0.9184,0.9184,,-0.18%
2006/11/27,0.92,0.92,0.92,0.92,,0.06%
2006/11/24,0.9195,0.9195,0.9195,0.9195,,0.27%
2006/11/23,0.917,0.917,0.917,0.917,,-0.23%
2006/11/22,0.9191,0.9191,0.9191,0.9191,,-0.10%
2006/11/21,0.92,0.92,0.92,0.92,,0.11%
2006/11/20,0.919,0.919,0.919,0.919,,-0.52%
2006/11/17,0.9238,0.9238,0.9238,0.9238,,0.34%
2006/11/16,0.9207,0.9207,0.9207,0.9207,,0.12%
2006/11/15,0.9196,0.9196,0.9196,0.9196,,-0.16%
2006/11/14,0.921,0.921,0.921,0.921,,0.55%
2006/11/13,0.916,0.916,0.916,0.916,,-0.48%
2006/11/10,0.9204,0.9204,0.9204,0.9204,,1.22%
2006/11/9,0.9093,0.9093,0.9093,0.9093,,-1.15%
2006/11/8,0.9199,0.9199,0.9199,0.9199,,0.11%
2006/11/7,0.9189,0.9189,0.9189,0.9189,,-0.39%
2006/11/6,0.9225,0.9225,0.9225,0.9225,,-0.05%
2006/11/3,0.923,0.923,0.923,0.923,,0.60%
2006/11/2,0.9175,0.9175,0.9175,0.9175,,-0.49%
2006/11/1,0.922,0.922,0.922,0.922,,-0.01%
2006/10/31,0.9221,0.9221,0.9221,0.9221,,0.24%
2006/10/30,0.9199,0.9199,0.9199,0.9199,,0.07%
2006/10/27,0.9193,0.9193,0.9193,0.9193,,0.20%
2006/10/26,0.9175,0.9175,0.9175,0.9175,,0.27%
2006/10/25,0.915,0.915,0.915,0.915,,-0.43%
2006/10/24,0.9189,0.9189,0.9189,0.9189,,-0.12%
2006/10/23,0.92,0.92,0.92,0.92,,0.00%
2006/10/20,0.92,0.92,0.92,0.92,,0.22%
2006/10/19,0.918,0.918,0.918,0.918,,-0.55%
2006/10/18,0.9231,0.9231,0.9231,0.9231,,-0.17%
2006/10/17,0.9247,0.9247,0.9247,0.9247,,0.18%
2006/10/16,0.923,0.923,0.923,0.923,,0.87%
2006/10/13,0.915,0.915,0.915,0.915,,-0.37%
2006/10/12,0.9184,0.9184,0.9184,0.9184,,0.10%
2006/10/11,0.9175,0.9175,0.9175,0.9175,,-0.18%
2006/10/10,0.9191,0.9191,0.9191,0.9191,,0.34%
2006/10/9,0.916,0.916,0.916,0.916,,-0.49%
2006/10/6,0.9205,0.9205,0.9205,0.9205,,0.33%
2006/10/5,0.9175,0.9175,0.9175,0.9175,,0.00%
2006/10/4,0.9175,0.9175,0.9175,0.9175,,0.00%
2006/10/3,0.9175,0.9175,0.9175,0.9175,,0.03%
2006/10/2,0.9172,0.9172,0.9172,0.9172,,-0.30%
2006/9/29,0.92,0.92,0.92,0.92,,0.36%
2006/9/28,0.9167,0.9167,0.9167,0.9167,,-0.01%
2006/9/27,0.9169,0.9169,0.9169,0.9169,,0.00%
2006/9/26,0.9169,0.9169,0.9169,0.9169,,-0.16%
2006/9/25,0.9183,0.9183,0.9183,0.9183,,0.13%
2006/9/22,0.9172,0.9172,0.9172,0.9172,,-0.04%
2006/9/21,0.9175,0.9175,0.9175,0.9175,,0.01%
2006/9/20,0.9174,0.9174,0.9174,0.9174,,0.16%
2006/9/19,0.916,0.916,0.916,0.916,,-0.03%
2006/9/18,0.9163,0.9163,0.9163,0.9163,,-0.14%
2006/9/15,0.9175,0.9175,0.9175,0.9175,,-0.04%
2006/9/14,0.9179,0.9179,0.9179,0.9179,,0.26%
2006/9/13,0.9155,0.9155,0.9155,0.9155,,-0.22%
2006/9/12,0.9175,0.9175,0.9175,0.9175,,-0.38%
2006/9/11,0.921,0.921,0.921,0.921,,0.05%
2006/9/8,0.9205,0.9205,0.9205,0.9205,,0.39%
2006/9/7,0.9169,0.9169,0.9169,0.9169,,-0.66%
2006/9/6,0.923,0.923,0.923,0.923,,0.98%
2006/9/5,0.914,0.914,0.914,0.914,,-0.11%
2006/9/4,0.915,0.915,0.915,0.915,,-0.27%
2006/9/1,0.9175,0.9175,0.9175,0.9175,,0.27%
2006/8/31,0.915,0.915,0.915,0.915,,-0.22%
2006/8/30,0.917,0.917,0.917,0.917,,-0.43%
2006/8/29,0.921,0.921,0.921,0.921,,0.45%
2006/8/28,0.9169,0.9169,0.9169,0.9169,,-0.46%
2006/8/25,0.9211,0.9211,0.9211,0.9211,,0.39%
2006/8/24,0.9175,0.9175,0.9175,0.9175,,0.27%
2006/8/23,0.915,0.915,0.915,0.915,,-0.27%
2006/8/22,0.9175,0.9175,0.9175,0.9175,,-0.27%
2006/8/21,0.92,0.92,0.92,0.92,,0.71%
2006/8/18,0.9135,0.9135,0.9135,0.9135,,-0.49%
2006/8/17,0.918,0.918,0.918,0.918,,0.00%
2006/8/16,0.918,0.918,0.918,0.918,,-0.22%
2006/8/15,0.92,0.92,0.92,0.92,,0.55%
2006/8/14,0.915,0.915,0.915,0.915,,-0.49%
2006/8/11,0.9195,0.9195,0.9195,0.9195,,0.01%
2006/8/10,0.9194,0.9194,0.9194,0.9194,,-0.01%
2006/8/9,0.9195,0.9195,0.9195,0.9195,,-0.11%
2006/8/8,0.9205,0.9205,0.9205,0.9205,,-0.43%
2006/8/7,0.9245,0.9245,0.9245,0.9245,,1.04%
2006/8/4,0.915,0.915,0.915,0.915,,-0.33%
2006/8/3,0.918,0.918,0.918,0.918,,0.36%
2006/8/2,0.9147,0.9147,0.9147,0.9147,,-0.57%
2006/8/1,0.92,0.92,0.92,0.92,,0.05%
2006/7/31,0.9195,0.9195,0.9195,0.9195,,0.08%
2006/7/28,0.9188,0.9188,0.9188,0.9188,,0.48%
2006/7/27,0.9144,0.9144,0.9144,0.9144,,-0.44%
2006/7/26,0.9185,0.9185,0.9185,0.9185,,0.52%
2006/7/25,0.9137,0.9137,0.9137,0.9137,,-0.47%
2006/7/24,0.918,0.918,0.918,0.918,,0.44%
2006/7/21,0.914,0.914,0.914,0.914,,-0.22%
2006/7/20,0.916,0.916,0.916,0.916,,-0.16%
2006/7/19,0.9175,0.9175,0.9175,0.9175,,0.05%
